"Data on activities of multinational enterprises"
"U.S. Direct Investment Abroad,Majority-owned Nonbank Foreign Affiliates (data up to 2008),Total Assets" 
"Bureau of Economic Analysis" 
"By Country and Industry (NAICS) (Millions of Dollars) <br/>"
"","All Industries Total","All Industries Total","All Industries Total","All Industries Total","All Industries Total","All Industries Total","All Industries Total","All Industries Total","All Industries Total","All Industries Total","Mining","Mining","Mining","Mining","Mining","Mining","Mining","Mining","Mining","Mining","Utilities","Utilities","Utilities","Utilities","Utilities","Utilities","Utilities","Utilities","Utilities","Utilities","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Manufacturing","Wholesale Trade","Wholesale Trade","Wholesale Trade","Wholesale Trade","Wholesale Trade","Wholesale Trade","Wholesale Trade","Wholesale Trade","Wholesale Trade","Wholesale Trade","Information","Information","Information","Information","Information","Information","Information","Information","Information","Information","Finance (except depository institutions) and insurance","Finance (except depository institutions) and insurance","Finance (except depository institutions) and insurance","Finance (except depository institutions) and insurance","Finance (except depository institutions) and insurance","Finance (except depository institutions) and insurance","Finance (except depository institutions) and insurance","Finance (except depository institutions) and insurance","Finance (except depository institutions) and insurance","Finance (except depository institutions) and insurance","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Other Industries","Other Industries","Other Industries","Other Industries","Other Industries","Other Industries","Other Industries","Other Industries","Other Industries","Other Industries"
"  Italy",64679                  ,68211                  ,71925                  ,80612                  ,96894                  ,104128                 ,111456                 ,131310                 ,147118                 ,136648                 ,"(D)",216                     ,"(D)",25                      ,29                      ,108                     ,158                     ,181                     ,209                     ,195                     ,"(D)",73                      ,"(D)",148                     ,"(D)","(D)",1                       ,"(D)","(D)","(D)",36720                  ,38350                  ,37906                  ,41429                  ,47382                  ,49147                  ,49007                  ,55281                  ,60059                  ,54793                  ,1767                   ,1641                   ,1536                   ,1783                   ,2811                   ,3071                   ,2717                   ,2788                   ,3152                   ,4535                   ,9267                   ,9055                   ,12387                  ,13011                  ,16590                  ,15659                  ,16426                  ,19630                  ,19006                  ,17609                  ,2301                   ,2061                   ,2126                   ,2118                   ,2707                   ,2739                   ,2051                   ,2634                   ,2559                   ,2366                   ,3658                   ,3390                   ,3817                   ,4996                   ,5082                   ,4877                   ,6890                   ,7746                   ,10738                  ,9206                   ,5479                   ,8930                   ,5066                   ,5435                   ,2396                   ,2938                   ,2386                   ,2517                   ,3124                   ,2534                   ,2288                   ,1979                   ,1877                   ,2043                   ,2287                   ,2363                   ,2252                   ,2163                   ,2067                   ,1651                   ,4312                   ,4134                   ,3529                   ,3737                   ,5337                   ,5432                   ,4929                   ,5609                   ,6179                   ,4727                   ,11088                  ,11145                  ,11033                  ,12057                  ,14128                  ,13651                  ,13437                  ,17624                  ,19142                  ,18043                  ,1629                   ,1688                   ,1703                   ,2083                   ,"(D)",4124                   ,4010                   ,4800                   ,5219                   ,5420                   ,8007                   ,7057                   ,9003                   ,10401                  ,14698                  ,14339                  ,18022                  ,21817                  ,25394                  ,16068                  ,1730                   ,2368                   ,2464                   ,2665                   ,6263                   ,6843                   ,6963                   ,8687                   ,8694                   ,10603                  ,5277                   ,7315                   ,9687                   ,11804                  ,"(D)","(D)",19857                  ,"(D)","(D)","(D)"
"  Luxembourg",52095                  ,148974                 ,140766                 ,274981                 ,399784                 ,519147                 ,588443                 ,745567                 ,794796                 ,933907                 ,0                       ,0                       ,0                       ,0                       ,"(D)","(D)","(D)","(D)","(D)","(D)",0                       ,0                       ,0                       ,0                       ,0                       ,"(*)","(*)","(*)","(*)","(*)",4685                   ,7022                   ,8122                   ,9008                   ,14538                  ,13596                  ,17713                  ,14238                  ,12696                  ,9082                   ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",88                      ,60                      ,66                      ,84                      ,224                     ,"(D)","(D)","(D)","(D)","(D)","(D)",7                       ,7                       ,8                       ,9                       ,"(D)","(D)","(D)","(D)",440                     ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,5                       ,"(D)",12                      ,11                      ,13                      ,0                       ,"(*)","(*)","(*)","(*)","(*)",0                       ,0                       ,0                       ,0                       ,0                       ,3                       ,3                       ,3                       ,3                       ,3                       ,1481                   ,"(D)",2646                   ,7271                   ,"(D)","(D)",2123                   ,"(D)","(D)","(D)",7                       ,9                       ,9                       ,10                      ,12                      ,"(D)","(D)",6948                   ,6256                   ,10308                  ,20083                  ,44098                  ,30068                  ,54060                  ,78251                  ,72229                  ,86244                  ,106883                 ,131958                 ,138895                 ,"(D)",85                      ,85                      ,105                     ,128                     ,"(D)","(D)","(D)","(D)","(D)","(D)","(D)",99836                  ,204526                 ,298084                 ,430410                 ,478896                 ,615500                 ,642089                 ,762592                 
"  Netherlands",279497                 ,361162                 ,399417                 ,501397                 ,608345                 ,791445                 ,873348                 ,996161                 ,1230359               ,1142887               ,4896                   ,5630                   ,7000                   ,6770                   ,7483                   ,6708                   ,6321                   ,5111                   ,6409                   ,4948                   ,"(D)","(D)",5021                   ,9904                   ,352                     ,296                     ,74                      ,"(D)","(D)","(D)",49116                  ,54929                  ,57199                  ,57764                  ,74845                  ,83261                  ,79730                  ,93037                  ,117565                 ,114988                 ,4382                   ,3503                   ,4166                   ,5278                   ,12757                  ,13412                  ,14984                  ,15555                  ,16900                  ,20231                  ,22974                  ,27956                  ,26637                  ,28143                  ,30896                  ,32199                  ,31590                  ,36075                  ,34142                  ,33324                  ,1374                   ,1248                   ,2628                   ,3269                   ,3479                   ,4408                   ,2071                   ,2848                   ,2507                   ,2455                   ,1496                   ,1768                   ,1875                   ,1947                   ,2267                   ,2620                   ,2419                   ,3246                   ,18680                  ,10724                  ,5830                   ,8243                   ,8573                   ,2857                   ,3473                   ,3918                   ,4912                   ,15006                  ,15607                  ,16087                  ,343                     ,438                     ,283                     ,"(D)","(D)",2730                   ,5248                   ,4507                   ,"(D)","(D)",1948                   ,2802                   ,2769                   ,3310                   ,4192                   ,3455                   ,2327                   ,2845                   ,3168                   ,3172                   ,30267                  ,36478                  ,37873                  ,44679                  ,44832                  ,51688                  ,54609                  ,46638                  ,59222                  ,68254                  ,6376                   ,7984                   ,7476                   ,7110                   ,8973                   ,7992                   ,7717                   ,21719                  ,26511                  ,33035                  ,61318                  ,78978                  ,75864                  ,92666                  ,120044                 ,136755                 ,146066                 ,163047                 ,189010                 ,112653                 ,3677                   ,3547                   ,4305                   ,4309                   ,7026                   ,8490                   ,9368                   ,11551                  ,18073                  ,17178                  ,"(D)","(D)",204678                 ,278195                 ,344791                 ,496255                 ,569463                 ,"(D)","(D)","(D)"
"  Norway",18733                  ,19067                  ,20746                  ,28456                  ,32190                  ,37145                  ,54912                  ,60789                  ,67693                  ,79849                  ,10947                  ,10830                  ,11468                  ,16929                  ,18578                  ,21190                  ,22006                  ,25273                  ,31811                  ,40014                  ,1                       ,2                       ,2                       ,2                       ,2                       ,"(D)","(D)","(D)","(D)","(D)",2859                   ,2710                   ,2728                   ,3873                   ,4231                   ,4849                   ,6540                   ,6569                   ,8678                   ,7595                   ,"(D)",204                     ,241                     ,"(D)",307                     ,"(D)","(D)","(D)","(D)","(D)",389                     ,349                     ,343                     ,402                     ,323                     ,325                     ,449                     ,534                     ,632                     ,611                     ,38                      ,38                      ,40                      ,45                      ,79                      ,"(D)","(D)","(D)","(D)","(D)",932                     ,1043                   ,963                     ,1142                   ,1400                   ,1461                   ,1429                   ,2377                   ,2638                   ,2534                   ,107                     ,108                     ,109                     ,242                     ,328                     ,335                     ,219                     ,337                     ,579                     ,490                     ,"(D)",13                      ,12                      ,58                      ,50                      ,"(D)",3                       ,4                       ,4                       ,4                       ,1                       ,1                       ,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",1461                   ,1487                   ,1724                   ,1944                   ,1753                   ,2131                   ,2359                   ,2431                   ,2521                   ,1650                   ,542                     ,584                     ,517                     ,466                     ,835                     ,1674                   ,591                     ,338                     ,422                     ,466                     ,618                     ,709                     ,823                     ,1231                   ,1463                   ,2052                   ,2337                   ,2696                   ,3044                   ,1873                   ,245                     ,318                     ,515                     ,579                     ,1096                   ,1010                   ,446                     ,491                     ,1334                   ,1256                   ,2060                   ,2428                   ,2969                   ,3433                   ,4232                   ,"(D)","(D)","(D)","(D)","(D)"
"  Poland",8143                   ,9507                   ,9149                   ,10102                  ,11784                  ,17257                  ,18487                  ,21880                  ,28969                  ,30551                  ,6                       ,6                       ,2                       ,2                       ,2                       ,0                       ,0                       ,0                       ,1                       ,"(*)",5                       ,6                       ,6                       ,"(D)","(D)",703                     ,696                     ,"(D)","(D)","(D)",3951                   ,4563                   ,4910                   ,5844                   ,6896                   ,10147                  ,10323                  ,12516                  ,16047                  ,16963                  ,696                     ,845                     ,867                     ,1004                   ,1090                   ,1339                   ,1484                   ,1753                   ,2161                   ,2868                   ,613                     ,430                     ,565                     ,569                     ,656                     ,1062                   ,1069                   ,1369                   ,1595                   ,2444                   ,152                     ,156                     ,167                     ,151                     ,172                     ,510                     ,520                     ,673                     ,991                     ,1349                   ,62                      ,24                      ,35                      ,37                      ,39                      ,142                     ,147                     ,202                     ,253                     ,344                     ,17                      ,19                      ,19                      ,147                     ,"(D)",181                     ,178                     ,253                     ,215                     ,481                     ,"(D)",73                      ,13                      ,117                     ,"(D)","(D)",432                     ,508                     ,512                     ,"(D)",977                     ,1203                   ,1213                   ,1448                   ,2133                   ,3335                   ,3102                   ,3869                   ,5030                   ,4162                   ,763                     ,752                     ,835                     ,837                     ,841                     ,1204                   ,2380                   ,2593                   ,3711                   ,5304                   ,2035                   ,2420                   ,1434                   ,664                     ,708                     ,574                     ,345                     ,892                     ,1025                   ,730                     ,764                     ,1094                   ,1280                   ,1699                   ,2018                   ,2998                   ,2844                   ,3663                   ,5354                   ,4569                   ,122                     ,196                     ,196                     ,176                     ,191                     ,573                     ,583                     ,657                     ,818                     ,729                     ,497                     ,470                     ,487                     ,"(D)","(D)",1059                   ,1316                   ,"(D)","(D)","(D)"
"  Portugal",9939                   ,9620                   ,9661                   ,17471                  ,23745                  ,28640                  ,30134                  ,35519                  ,41700                  ,40699                  ,1                       ,1                       ,1                       ,1                       ,1                       ,1                       ,1                       ,1                       ,1                       ,1                       ,2                       ,2                       ,2                       ,2                       ,2                       ,0                       ,0                       ,0                       ,0                       ,0                       ,2725                   ,2711                   ,2779                   ,3291                   ,3871                   ,4319                   ,3890                   ,4738                   ,5357                   ,4552                   ,386                     ,343                     ,337                     ,376                     ,443                     ,335                     ,356                     ,381                     ,447                     ,478                     ,509                     ,459                     ,603                     ,720                     ,731                     ,945                     ,874                     ,1119                   ,1738                   ,1748                   ,36                      ,37                      ,35                      ,63                      ,73                      ,74                      ,77                      ,89                      ,109                     ,119                     ,"(D)",27                      ,34                      ,"(D)","(D)",189                     ,169                     ,193                     ,134                     ,172                     ,277                     ,336                     ,285                     ,349                     ,426                     ,"(D)",34                      ,71                      ,204                     ,218                     ,21                      ,24                      ,21                      ,21                      ,23                      ,"(D)","(D)","(D)","(D)","(D)",514                     ,558                     ,526                     ,571                     ,750                     ,799                     ,956                     ,1017                   ,1116                   ,887                     ,1805                   ,1786                   ,1795                   ,1865                   ,2264                   ,2609                   ,2659                   ,2890                   ,3166                   ,3225                   ,"(D)","(D)","(D)",108                     ,140                     ,164                     ,143                     ,165                     ,182                     ,157                     ,2743                   ,1407                   ,1285                   ,1446                   ,2441                   ,8041                   ,8364                   ,8109                   ,10787                  ,10488                  ,200                     ,246                     ,243                     ,173                     ,205                     ,539                     ,637                     ,782                     ,960                     ,1169                   ,"(D)","(D)","(D)",10586                  ,14821                  ,12968                  ,14441                  ,18834                  ,21247                  ,21107                  
"  Russia",4467                   ,4902                   ,4963                   ,5862                   ,6726                   ,9196                   ,11526                  ,14887                  ,21129                  ,31915                  ,911                     ,984                     ,1255                   ,1520                   ,2531                   ,3390                   ,4305                   ,4288                   ,4819                   ,4635                   ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,"(D)","(D)","(D)",1460                   ,1515                   ,1964                   ,2229                   ,2096                   ,3052                   ,3764                   ,5974                   ,9194                   ,16830                  ,351                     ,353                     ,383                     ,493                     ,545                     ,854                     ,1031                   ,1481                   ,2255                   ,6338                   ,314                     ,291                     ,289                     ,342                     ,178                     ,403                     ,778                     ,986                     ,1435                   ,1747                   ,"(D)",0                       ,0                       ,0                       ,0                       ,1                       ,1                       ,"(D)","(D)","(D)","(D)","(D)","(D)","(D)",92                      ,130                     ,130                     ,"(D)",331                     ,296                     ,22                      ,24                      ,25                      ,22                      ,24                      ,59                      ,74                      ,77                      ,91                      ,171                     ,"(D)",15                      ,14                      ,17                      ,22                      ,39                      ,40                      ,45                      ,"(D)","(D)",11                      ,55                      ,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",542                     ,561                     ,657                     ,792                     ,810                     ,1113                   ,1198                   ,1676                   ,2135                   ,2942                   ,272                     ,297                     ,191                     ,180                     ,114                     ,191                     ,99                      ,94                      ,96                      ,179                     ,"(D)",644                     ,202                     ,260                     ,340                     ,189                     ,286                     ,392                     ,587                     ,"(D)",80                      ,93                      ,92                      ,84                      ,90                      ,209                     ,199                     ,282                     ,353                     ,457                     ,"(D)",808                     ,602                     ,796                     ,743                     ,1050                   ,1675                   ,"(D)","(D)","(D)"
"  Spain",48642                  ,56779                  ,64518                  ,83267                  ,103281                 ,115586                 ,124911                 ,143971                 ,171275                 ,153423                 ,81                      ,87                      ,93                      ,107                     ,132                     ,183                     ,"(D)","(D)","(D)","(D)",219                     ,202                     ,187                     ,217                     ,249                     ,55                      ,"(D)","(D)","(D)","(D)",22628                  ,21852                  ,26077                  ,33201                  ,41026                  ,44910                  ,47066                  ,52883                  ,56777                  ,54709                  ,2160                   ,1876                   ,1647                   ,1420                   ,2024                   ,2406                   ,2258                   ,2678                   ,3249                   ,3748                   ,5531                   ,5888                   ,10004                  ,11781                  ,16571                  ,17719                  ,18962                  ,20759                  ,17534                  ,16606                  ,3268                   ,2856                   ,3319                   ,3493                   ,3792                   ,3654                   ,3721                   ,5838                   ,6434                   ,6764                   ,738                     ,696                     ,448                     ,579                     ,647                     ,617                     ,543                     ,797                     ,1163                   ,999                     ,1278                   ,1336                   ,1341                   ,1781                   ,1774                   ,1921                   ,1494                   ,1561                   ,4986                   ,4553                   ,686                     ,672                     ,609                     ,1068                   ,1600                   ,1555                   ,1923                   ,2237                   ,1988                   ,1470                   ,5069                   ,5018                   ,4647                   ,6520                   ,7817                   ,9359                   ,9039                   ,10364                  ,11872                  ,11675                  ,6146                   ,6408                   ,7247                   ,8011                   ,10856                  ,10670                  ,12025                  ,13271                  ,14275                  ,14894                  ,901                     ,786                     ,716                     ,1002                   ,1134                   ,934                     ,1301                   ,1555                   ,1654                   ,1430                   ,5460                   ,6364                   ,8122                   ,10595                  ,17234                  ,21400                  ,20800                  ,22636                  ,32192                  ,15017                  ,1214                   ,1432                   ,1499                   ,1529                   ,1996                   ,3669                   ,4062                   ,5678                   ,3714                   ,3853                   ,11994                  ,19649                  ,20577                  ,28606                  ,30654                  ,33766                  ,39505                  ,46828                  ,61454                  ,62392                  
"  Sweden",39589                  ,49899                  ,61069                  ,81748                  ,98026                  ,99916                  ,99627                  ,110608                 ,119121                 ,120993                 ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,21203                  ,18487                  ,18109                  ,20031                  ,26325                  ,27966                  ,23982                  ,27903                  ,29087                  ,32961                  ,"(D)","(D)","(D)","(D)","(D)",711                     ,"(D)",708                     ,740                     ,637                     ,3108                   ,2993                   ,4285                   ,4086                   ,5489                   ,4384                   ,2879                   ,3987                   ,5136                   ,"(D)",278                     ,293                     ,294                     ,310                     ,508                     ,536                     ,482                     ,726                     ,1242                   ,1668                   ,762                     ,815                     ,846                     ,910                     ,968                     ,942                     ,1073                   ,1382                   ,1440                   ,1595                   ,328                     ,788                     ,676                     ,577                     ,632                     ,1431                   ,1685                   ,1793                   ,1830                   ,1926                   ,155                     ,"(D)","(D)",564                     ,632                     ,"(D)","(D)",603                     ,731                     ,663                     ,"(D)","(D)","(D)","(D)","(D)","(D)",14294                  ,"(D)",13849                  ,8214                   ,3996                   ,4154                   ,4086                   ,5878                   ,6059                   ,12084                  ,12275                  ,13613                  ,13864                  ,12690                  ,1371                   ,1487                   ,1525                   ,"(D)","(D)",2528                   ,2373                   ,711                     ,875                     ,1059                   ,3627                   ,4968                   ,7544                   ,10597                  ,7358                   ,7401                   ,14132                  ,21183                  ,22248                  ,21853                  ,423                     ,525                     ,542                     ,558                     ,697                     ,2391                   ,1618                   ,1938                   ,2560                   ,4023                   ,8969                   ,20278                  ,29263                  ,"(D)","(D)",47545                  ,45247                  ,45259                  ,50487                  ,48407                  
"  Switzerland",123647                 ,151882                 ,165007                 ,197087                 ,236890                 ,317023                 ,338965                 ,396241                 ,435739                 ,433245                 ,139                     ,90                      ,87                      ,84                      ,"(D)",469                     ,446                     ,"(D)","(D)","(D)",0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,0                       ,9383                   ,10064                  ,8977                   ,11647                  ,15081                  ,20051                  ,24935                  ,45024                  ,58433                  ,59841                  ,989                     ,741                     ,578                     ,575                     ,670                     ,655                     ,712                     ,690                     ,758                     ,815                     ,1962                   ,2323                   ,3182                   ,5620                   ,7825                   ,9146                   ,13869                  ,29158                  ,33396                  ,29263                  ,143                     ,140                     ,126                     ,143                     ,199                     ,179                     ,231                     ,613                     ,190                     ,138                     ,638                     ,456                     ,422                     ,473                     ,513                     ,1846                   ,2580                   ,2784                   ,4226                   ,4261                   ,1949                   ,2665                   ,2170                   ,1186                   ,1505                   ,1816                   ,1798                   ,2665                   ,3876                   ,4199                   ,493                     ,621                     ,806                     ,852                     ,709                     ,863                     ,2361                   ,4367                   ,8784                   ,8250                   ,274                     ,"(D)",289                     ,"(D)",390                     ,"(D)",397                     ,502                     ,626                     ,720                     ,37196                  ,40954                  ,48214                  ,44509                  ,64080                  ,70181                  ,64686                  ,74356                  ,84432                  ,97038                  ,1480                   ,1322                   ,4239                   ,4153                   ,1738                   ,1877                   ,2060                   ,7937                   ,8043                   ,8422                   ,30536                  ,43400                  ,44218                  ,52320                  ,58140                  ,66532                  ,75761                  ,77106                  ,83480                  ,55036                  ,2132                   ,1956                   ,1381                   ,1876                   ,2451                   ,4727                   ,9257                   ,3775                   ,4654                   ,4175                   ,42780                  ,54098                  ,57891                  ,82498                  ,"(D)",153186                 ,161819                 ,"(D)","(D)","(D)"
"  Turkey",4386                   ,4381                   ,3680                   ,4098                   ,4804                   ,5250                   ,5792                   ,8315                   ,11409                  ,10798                  ,21                      ,23                      ,16                      ,12                      ,13                      ,8                       ,8                       ,8                       ,8                       ,8                       ,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",2200                   ,2221                   ,1945                   ,2344                   ,2823                   ,3246                   ,3505                   ,4093                   ,5885                   ,5612                   ,176                     ,129                     ,232                     ,"(D)",253                     ,"(D)","(D)","(D)",604                     ,589                     ,551                     ,783                     ,767                     ,884                     ,1039                   ,1354                   ,1398                   ,1548                   ,2160                   ,2108                   ,292                     ,146                     ,"(D)","(D)","(D)","(D)","(D)","(D)","(D)","(D)",1                       ,1                       ,1                       ,1                       ,1                       ,8                       ,9                       ,"(D)","(D)","(D)",1                       ,1                       ,1                       ,1                       ,1                       ,"(D)","(D)","(D)","(D)","(D)","(D)",19                      ,17                      ,17                      ,1                       ,2                       ,2                       ,2                       ,"(D)","(D)",190                     ,339                     ,168                     ,229                     ,414                     ,487                     ,416                     ,421                     ,607                     ,475                     ,1564                   ,1448                   ,1029                   ,1060                   ,1319                   ,1322                   ,1616                   ,3373                   ,3937                   ,3578                   ,16                      ,18                      ,5                       ,5                       ,5                       ,56                      ,66                      ,74                      ,159                     ,162                     ,"(D)",88                      ,52                      ,64                      ,93                      ,"(D)","(D)","(D)",827                     ,759                     ,77                      ,89                      ,82                      ,54                      ,61                      ,131                     ,155                     ,118                     ,147                     ,211                     ,226                     ,"(D)","(D)","(D)","(D)",163                     ,134                     ,148                     ,"(D)","(D)"
"  United Kingdom",1143860               ,1297816               ,1365889               ,1505448               ,1731807               ,2109886               ,2313065               ,2885972               ,3578984               ,1641560               ,33939                  ,33734                  ,32480                  ,36825                  ,39720                  ,40479                  ,37755                  ,42627                  ,43545                  ,34806                  ,47366                  ,51928                  ,46867                  ,26567                  ,18102                  ,17289                  ,13405                  ,15663                  ,16164                  ,12282                  ,146971                 ,140108                 ,134337                 ,155142                 ,169916                 ,193193                 ,195038                 ,212627                 ,234247                 ,196308                 ,"(D)",10385                  ,9601                   ,10817                  ,12128                  ,18148                  ,18350                  ,20290                  ,22861                  ,21649                  ,"(D)",30318                  ,29504                  ,38305                  ,41740                  ,47483                  ,48801                  ,53074                  ,50521                  ,38635                  ,8441                   ,8538                   ,8685                   ,8916                   ,10305                  ,10634                  ,8723                   ,11118                  ,10618                  ,10803                  ,18575                  ,18845                  ,13781                  ,12486                  ,13840                  ,17297                  ,16860                  ,19155                  ,20055                  ,17613                  ,"(D)",12012                  ,10148                  ,9195                   ,10205                  ,10670                  ,11758                  ,13512                  ,14164                  ,14977                  ,1767                   ,2106                   ,1977                   ,2411                   ,3655                   ,3779                   ,4760                   ,5409                   ,5495                   ,2825                   ,20223                  ,24338                  ,27740                  ,34091                  ,35772                  ,39219                  ,34710                  ,31897                  ,39967                  ,26210                  ,30169                  ,40932                  ,39242                  ,56377                  ,46980                  ,49063                  ,48597                  ,61294                  ,74920                  ,62513                  ,29480                  ,36362                  ,38464                  ,39158                  ,42647                  ,38631                  ,51401                  ,73158                  ,79272                  ,74217                  ,684195                 ,770369                 ,830489                 ,947818                 ,1129679               ,1418393               ,1571363               ,1985397               ,2539392               ,640758                 ,"(D)",24846                  ,26825                  ,26495                  ,27933                  ,31589                  ,36593                  ,44396                  ,63684                  ,55861                  ,"(D)",199536                 ,217185                 ,217065                 ,256830                 ,321248                 ,358912                 ,450811                 ,527760                 ,564814                 
"  Other",16308                  ,19356                  ,23855                  ,28184                  ,32606                  ,46195                  ,61593                  ,77906                  ,97604                  ,110090                 ,6673                   ,7992                   ,9621                   ,11426                  ,"(D)",18323                  ,23004                  ,29016                  ,35621                  ,38797                  ,273                     ,"(D)",633                     ,600                     ,"(D)",345                     ,381                     ,917                     ,2026                   ,"(D)",1923                   ,2740                   ,3001                   ,3562                   ,4663                   ,7002                   ,8231                   ,11090                  ,13719                  ,16159                  ,"(D)",306                     ,327                     ,371                     ,"(D)",470                     ,472                     ,495                     ,538                     ,1488                   ,121                     ,127                     ,129                     ,324                     ,390                     ,"(D)","(D)","(D)","(D)",1647                   ,"(D)",870                     ,"(D)","(D)",1574                   ,2656                   ,3405                   ,5463                   ,6428                   ,6611                   ,"(D)","(D)","(D)","(D)",211                     ,"(D)",308                     ,321                     ,372                     ,366                     ,"(D)","(D)","(D)",33                      ,"(D)",355                     ,247                     ,301                     ,398                     ,245                     ,235                     ,"(D)",320                     ,315                     ,409                     ,288                     ,280                     ,337                     ,384                     ,326                     ,81                      ,"(D)",131                     ,182                     ,303                     ,376                     ,457                     ,754                     ,1340                   ,1804                   ,750                     ,668                     ,726                     ,997                     ,1057                   ,"(D)",3556                   ,"(D)","(D)","(D)",211                     ,243                     ,297                     ,319                     ,341                     ,"(D)","(D)","(D)","(D)",841                     ,582                     ,1526                   ,1999                   ,2248                   ,2464                   ,"(D)","(D)","(D)","(D)",9825                   ,515                     ,249                     ,174                     ,164                     ,91                      ,"(D)","(D)","(D)","(D)","(D)",5381                   ,"(D)",7402                   ,8867                   ,"(D)",11740                  ,20017                  ,"(D)",33714                  ,"(D)"
