,year,sector,vab,emp,productividad,index,TCC,TCP_1,TCP_2,prod_tcc
242,2021,Minas y canteras,1316020.4447101052,44224.0,29.758059983495503,44.0,,,,
243,2021,Resto industria,397774.6564455265,30153,13.191876643966655,45.0,,,,
244,2017,Resto industria,58891.338154,28827,2.042922890137718,46.0,,,,
245,2018,Resto industria,118763.37426542629,29665,4.003484721571761,47.0,,,,
246,2019,Resto industria,175765.258096,29958,5.8670558146738765,48.0,,,,
247,2020,Resto industria,209853.743842,29296,7.163221731362643,49.0,,,,
248,2017,Resto industria,96214.47317,128231.0,0.750321475852173,50.0,,,,
249,2018,Resto industria,105670.0662265703,111041.0,0.9516310752476139,51.0,,,,
250,2019,Resto industria,148121.41968,116055.0,1.2763036463745636,52.0,,,,
251,2020,Resto industria,174830.546899,114235.0,1.5304464209655535,53.0,,,,
252,2021,Resto industria,237906.67905726636,118248.0,2.0119298343926864,54.0,,,,
253,2017,Resto industria,18042.935081,11856,1.5218400034581645,55.0,,,,
254,2018,Resto industria,36205.5470385688,12009,3.014867769053943,56.0,,,,
255,2019,Resto industria,50654.149104,10916,4.640358107731769,57.0,,,,
256,2020,Resto industria,72305.570418,12017,6.016940202879255,58.0,,,,
257,2021,Resto industria,69135.2877203325,11446,6.040126482643063,59.0,,,,
258,2020,Resto industria,19393.734463,6842,2.834512490938322,60.0,,,,
259,2021,Resto industria,27456.994575230587,7092,3.8715446383573866,61.0,,,,
260,2017,Resto industria,8080.406133,11962,0.6755062809730814,62.0,,,,
261,2018,Resto industria,15079.488630243102,11239,1.3417108844419523,63.0,,,,
262,2019,Resto industria,16724.512288,8701,1.9221367989886222,64.0,,,,
263,2017,Total,1649208.4851029997,850824.0,1.9383662015916332,65.0,,,,
264,2018,Total,2682313.88145006,827189.0,3.242685627408077,66.0,,,,
265,2019,Total,3898542.6013999996,816313.0,4.775793845497988,67.0,,,,
266,2020,Total,4775359.805141,792146.0,6.028383410559417,68.0,,,,
267,2021,Total,7398316.983726001,783984.0,9.436821393964674,69.0,,,,
268,2017,Resto industria,74078.865526,75060.0,0.9869286640820676,70.0,,,,
269,2018,Resto industria,90663.3528110658,72662.0,1.2477409486535713,71.0,,,,
270,2019,Resto industria,115296.256099,71001.0,1.62386805959071,72.0,,,,
271,2020,Resto industria,151964.85545,65732.0,2.311885465983083,73.0,,,,
272,2021,Resto industria,173794.61715071654,60816.0,2.857712068381948,74.0,,,,
