sector,year,capital_expenditures,compensation_employees,employment,exports_by_parent_to_affiliates,exports_by_parent_to_other,imports_by_parent_to_affiliates,imports_by_parent_to_other,liabilities,net_income,owners_equity,rd_expenditures,total_assets,total_sales,value_added,CI,TGasset,TGequity,PT,Rem,TP
Information,2017,98689.0,220352.0,2161000.0,2942.0,3149.0,2193.0,5480.0,1727096.0,196605.0,1130476.0,51467.0,2857572.0,1155188.0,460848.0,694340.0,0.0688014160273127,0.17391346653975848,0.21325682554372977,0.00849730063242326,0.8922315204763288
Information,2018,115526.0,242507.0,2204100.0,2989.0,3619.0,2137.0,6981.0,1784436.0,183455.0,1257895.0,63899.0,3042331.0,1166230.0,519226.0,647004.0,0.060300802246698336,0.14584285651823084,0.23557279615262466,0.009168783932973398,0.756493626988087
Information,2019,116553.0,240520.0,2197300.0,2707.0,2565.0,2420.0,5955.0,1886745.0,186786.0,1409936.0,78611.0,3296681.0,1206269.0,508165.0,698104.0,0.05665880320237233,0.13247835362739868,0.23126791971965593,0.009121800998194754,0.7765923831697987
Manufacturing,2009,149646.0,591953.0,6864300.0,185109.0,261858.0,213305.0,253666.0,3525741.0,354420.0,2355618.0,157731.0,5881359.0,3656719.0,1034139.0,2622580.0,0.06026158239957806,0.15045733221600446,0.15065469166557405,0.007186372487604952,0.5987299667372241
Manufacturing,2010,158250.0,596953.0,6893000.0,211764.0,282939.0,252566.0,299097.0,3553974.0,411044.0,2586109.0,152855.0,6140083.0,4035643.0,1147233.0,2888410.0,0.06694437192461405,0.15894302985682351,0.16643449876686495,0.007216898786208231,0.6885701219358978
Manufacturing,2011,190340.0,610983.0,6886000.0,238349.0,331207.0,299041.0,352239.0,3712901.0,512296.0,2662278.0,159646.0,6375179.0,4569686.0,1278575.0,3291111.0,0.08035790053894958,0.19242768786730763,0.18567746151611966,0.007394024106883532,0.8384783210007479
Manufacturing,2012,220225.0,633833.0,6872700.0,246357.0,382425.0,309034.0,360668.0,4003862.0,458728.0,2831333.0,164489.0,6835195.0,4685853.0,1279534.0,3406319.0,0.06711264272635967,0.16201838497979573,0.18617632080550583,0.007685395356507147,0.7237363785097968
Manufacturing,2013,207186.0,653506.0,6805000.0,256700.0,364626.0,304827.0,325787.0,4005784.0,499128.0,3085361.0,167765.0,7091145.0,4626789.0,1311412.0,3315377.0,0.07038750441571848,0.161772965951148,0.192713005143277,0.008002767572863091,0.7637695751837015
Manufacturing,2014,236085.0,711254.0,7473600.0,270593.0,405254.0,345915.0,293856.0,4382214.0,509458.0,3336016.0,187707.0,7718230.0,4945821.0,1395464.0,3550357.0,0.06600710266473013,0.1527144953741229,0.18671911796189253,0.007930738421465782,0.71628138470926
Manufacturing,2015,231920.0,731172.0,7411100.0,262944.0,368187.0,312682.0,242879.0,4720900.0,390555.0,3369695.0,186274.0,8090595.0,4426139.0,1380654.0,3045485.0,0.048272716654337536,0.11590218105792957,0.18629542173226646,0.008221586539110254,0.5341492836158934
Manufacturing,2016,194146.0,725735.0,7359900.0,272348.0,363025.0,317106.0,226768.0,4960533.0,433229.0,3335055.0,195423.0,8295588.0,4300811.0,1383961.0,2916850.0,0.0522240255904705,0.12990160582059365,0.18804073424910664,0.008217219889762995,0.5969520555023528
Manufacturing,2017,197936.0,721543.0,7290000.0,286556.0,354693.0,324134.0,232524.0,5098833.0,439762.0,3705723.0,200189.0,8804556.0,4539609.0,1307371.0,3232238.0,0.04994709557188347,0.1186710393626291,0.17933758573388203,0.008248090992226795,0.609474418018053
Manufacturing,2018,209222.0,739871.0,7494200.0,301882.0,371684.0,349903.0,250867.0,5214336.0,556041.0,3707590.0,210024.0,8921927.0,4888697.0,1477781.0,3410916.0,0.06232297125945998,0.14997370259386825,0.19718996023591578,0.008227151219165044,0.7515377680703799
Manufacturing,2019,226523.0,738658.0,7445200.0,298884.0,352573.0,345826.0,231546.0,5410333.0,530565.0,3597212.0,218928.0,9007545.0,4809102.0,1433050.0,3376052.0,0.058902286916135305,0.14749339210477447,0.19247971847633374,0.008267720589552106,0.7182823444679405
Mining,2009,35870.0,18647.0,187000.0,504.0,8801.0,351.0,1641.0,180980.0,11518.0,235076.0,560.0,416056.0,108028.0,76139.0,31889.0,0.027683773338204473,0.04899692014497439,0.4071604278074866,0.008309714795008912,0.6176864911245776
Mining,2010,35118.0,19210.0,194900.0,702.0,12314.0,878.0,1794.0,202485.0,34582.0,263599.0,556.0,466085.0,125238.0,74862.0,50376.0,0.07419676668418851,0.13119169647836296,0.38410466906105695,0.008213613819052506,1.8002082248828735
Mining,2011,49036.0,21660.0,216100.0,816.0,12787.0,576.0,7020.0,250905.0,42669.0,295495.0,712.0,546400.0,160702.0,94276.0,66426.0,0.0780911420204978,0.1443983823753363,0.4362609902822767,0.008352614530310042,1.9699445983379502
Mining,2012,56706.0,26090.0,236800.0,705.0,13382.0,592.0,7051.0,297230.0,16073.0,321029.0,620.0,618259.0,166320.0,87517.0,78803.0,0.02599719535016878,0.0500671278918727,0.36958192567567566,0.009181447072072071,0.6160597930241472
Mining,2013,61314.0,24726.0,227500.0,833.0,14371.0,620.0,7007.0,306225.0,20131.0,313933.0,781.0,620158.0,174737.0,93100.0,81637.0,0.03246108249833107,0.06412514772260323,0.40923076923076923,0.009057142857142857,0.8141632289897274
Mining,2014,85196.0,34150.0,296600.0,1181.0,12872.0,872.0,1359.0,358055.0,14237.0,346507.0,841.0,704562.0,222477.0,132756.0,89721.0,0.020206880302939982,0.041087193043719175,0.4475927174645988,0.009594852775904697,0.416896046852123
Mining,2015,70532.0,36042.0,287300.0,1371.0,10769.0,581.0,1487.0,355871.0,-67134.0,282189.0,977.0,638060.0,171415.0,76231.0,95184.0,-0.10521581042535184,-0.23790438323251437,0.2653358858336234,0.010454229028889662,-1.8626602297319794
Mining,2016,39236.0,30160.0,261399.99999999997,1251.0,10752.0,601.0,1524.0,327457.0,-32162.0,235759.0,797.0,563216.0,138218.0,67767.0,70451.0,-0.057104201585182236,-0.13641897021958865,0.2592463657230299,0.00961489415965315,-1.0663793103448276
Mining,2017,45024.0,30830.0,267800.0,1753.0,11517.0,805.0,1775.0,309941.0,2515.0,240863.0,927.0,550804.0,161640.0,94268.0,67372.0,0.004566052534113768,0.010441620340193388,0.35200896191187453,0.00959360219068957,0.08157638663639312
Mining,2018,52177.0,33370.0,281400.0,1735.0,13593.0,1072.0,1943.0,316999.0,21400.0,245878.0,1025.0,562877.0,187181.0,114595.0,72586.0,0.03801896329038138,0.08703503363456673,0.4072316986496091,0.009882136934375741,0.6412945759664369
Mining,2019,39479.0,31061.0,256700.0,3086.0,13792.0,1101.0,2005.0,353818.0,8679.0,272767.0,1008.0,626586.0,187002.0,80866.0,106136.0,0.013851251065296702,0.03181836512481349,0.3150214257888586,0.01008343072328269,0.27941791957760537
Other industries,2009,92582.0,245686.0,5011100.0,,3011.0,1416.0,3015.0,1154437.0,39322.0,613274.0,,1767710.0,877582.0,397183.0,480399.0,0.02224459894439699,0.0641181592567107,0.07926064137614496,0.004085696420612906,0.16004981968854554
Other industries,2010,92578.0,250499.0,4953200.0,,2568.0,,,1147058.0,62621.0,659042.0,,1806100.0,905500.0,440377.0,465123.0,0.03467194507502353,0.09501822342126906,0.08890757490107405,0.004214430401895071,0.2499850298803588
Other industries,2011,103869.0,261882.0,4885800.0,4638.0,3573.0,,,1261152.0,79317.0,660049.0,,1921200.0,959922.0,455433.0,504489.0,0.04128513429106808,0.12016835113756706,0.09321564533955545,0.004466719882107332,0.30287304969413703
Other industries,2012,114867.0,278741.0,4968600.0,,,2390.0,,1361767.0,80956.0,708156.0,,2069923.0,974438.0,471873.0,502565.0,0.03911063358395457,0.11431944373838533,0.09497101799299601,0.004675042600866776,0.290434489364679
Other industries,2013,111587.0,270601.0,4858800.0,5851.0,3006.0,,4140.0,1349794.0,104684.0,788251.0,,2138044.0,956910.0,486105.0,470805.0,0.04896250965836063,0.1328054135040742,0.10004630773030378,0.004641080788123268,0.38685740259644275
Other industries,2014,152212.0,343305.0,6035300.0,,3496.0,,5179.0,1780513.0,117406.0,979761.0,8143.0,2760274.0,1280261.0,594795.0,685466.0,0.04253418320065327,0.11983126497176352,0.09855268172253244,0.004740236607956523,0.3419874455658962
Other industries,2015,152368.0,363307.0,6365100.0,,3359.0,,,1789990.0,107683.0,933215.0,9607.0,2723205.0,1224684.0,609257.0,615427.0,0.03954274467034248,0.11538927256848636,0.09571837048907322,0.004756497672202061,0.29639671132127926
Other industries,2016,149357.0,366570.0,6183300.0,,3214.0,,3232.0,1845797.0,103128.0,944993.0,9366.0,2790791.0,1205591.0,616317.0,589274.0,0.036952964231287834,0.10913096710769286,0.09967444568434332,0.004940323128426569,0.2813323512562403
Other industries,2017,148368.0,379328.0,6308200.0,,15981.0,,4224.0,1879653.0,132712.0,1003057.0,9993.0,2882710.0,1316087.0,650786.0,665301.0,0.04603723579548411,0.13230753586286723,0.1031650867125329,0.005011043826553798,0.3498608064788257
Other industries,2018,156980.0,396774.0,6411800.0,,,,3521.0,1933544.0,139570.0,1064007.0,9360.0,2997551.0,1381512.0,652572.0,728940.0,0.046561342909595196,0.13117394904356833,0.10177672416482111,0.005156820237686765,0.3517619602090863
Other industries,2019,168085.0,440385.0,7001900.0,,7628.0,,4481.0,2106225.0,156569.0,1112183.0,8737.0,3218409.0,1523421.0,715180.0,808241.0,0.04864794996534002,0.14077629311003675,0.10214084748425427,0.005241255944814979,0.3555275497575985
"Professional, scientific, and technical services",2009,7793.0,122386.0,1254100.0,,490.0,,,254731.0,46558.0,205148.0,15931.0,459879.0,307770.0,177549.0,130221.0,0.10123967391422527,0.22694834948427478,0.14157483454269995,0.008132392419530605,0.3804193290082199
"Professional, scientific, and technical services",2010,8956.0,124516.0,1250600.0,,,,,253384.0,55906.0,234990.0,18056.0,488374.0,310092.0,196294.0,113798.0,0.11447374348347783,0.2379079960849398,0.15695985926755157,0.008297084066314835,0.4489864756336535
"Professional, scientific, and technical services",2011,8905.0,127997.0,1273100.0,,,,,263407.0,60192.0,238571.0,21614.0,501978.0,322684.0,198086.0,124598.0,0.11990963747415226,0.25230224964475984,0.1555934333516613,0.008378302306705417,0.47026102174269707
"Professional, scientific, and technical services",2012,9533.0,133630.0,1296800.0,,,,,277333.0,59924.0,248313.0,22466.0,525647.0,337392.0,202793.0,134599.0,0.11400046038501123,0.241324457438797,0.15637954966070328,0.008587163273699362,0.44843223826984957
"Professional, scientific, and technical services",2013,9616.0,131274.0,1261100.0,,,,,285659.0,67320.0,271129.0,24065.0,556787.0,344196.0,204710.0,139486.0,0.12090799533753482,0.24829509200417513,0.16232654032194116,0.008674569819998415,0.5128205128205128
"Professional, scientific, and technical services",2014,11807.0,170154.0,1650400.0,,1153.0,,325.0,387704.0,68394.0,316661.0,26404.0,704364.0,424321.0,246171.0,178150.0,0.09710036288055608,0.2159849176248417,0.14915838584585556,0.008591553562772662,0.40195352445431787
"Professional, scientific, and technical services",2015,11483.0,174295.0,1614000.0,,1318.0,,567.0,408180.0,71418.0,335849.0,25277.0,744029.0,429144.0,247137.0,182007.0,0.09598819400856687,0.2126491369633377,0.15312081784386616,0.008999122263527467,0.409753578702774
"Professional, scientific, and technical services",2016,10854.0,174033.0,1619100.0,,1276.0,,586.0,430350.0,68635.0,311167.0,24170.0,741516.0,421409.0,243195.0,178214.0,0.09256037631015379,0.2205728756584085,0.15020381693533444,0.008957291087641282,0.39437922692822625
"Professional, scientific, and technical services",2017,12371.0,175677.0,1562700.0,,1425.0,,602.0,515219.0,61882.0,333280.0,24686.0,848499.0,437132.0,237060.0,200072.0,0.07293114075561669,0.18567570811329812,0.15169898253023614,0.009368240865169257,0.35224872920188754
"Professional, scientific, and technical services",2018,13212.0,191574.0,1611100.0,,,,650.0,523878.0,65003.0,348382.0,25754.0,872260.0,476703.0,258085.0,218618.0,0.07452250475775571,0.18658541486069888,0.16019179442616846,0.009909068338402334,0.3393101360309854
"Professional, scientific, and technical services",2019,12405.0,207701.0,1753300.0,,1432.0,,627.0,579568.0,65973.0,401787.0,29940.0,981354.0,507970.0,277639.0,230331.0,0.06722650542006249,0.16419894123005474,0.15835225004277648,0.009871908211182721,0.31763448418640255
Retail trade,2009,19120.0,122884.0,4349700.0,3942.0,,2048.0,50236.0,289934.0,33544.0,226404.0,,516337.0,930573.0,238585.0,691988.0,0.06496532303514953,0.1481599265030653,0.05485090925810975,0.002354261979753393,0.27297288499723316
Retail trade,2010,19884.0,123233.0,4313200.0,3958.0,369.0,2533.0,50572.0,313177.0,45269.0,241154.0,,554331.0,943361.0,257162.0,686199.0,0.08166420423898357,0.1877182215513738,0.05962209032736715,0.002380927540263996,0.3673447858933889
Retail trade,2011,23744.0,128558.0,4405600.0,4264.0,521.0,2333.0,53275.0,329156.0,46552.0,238116.0,,567272.0,987966.0,265377.0,722589.0,0.08206292572169964,0.19550135228208101,0.06023629017613946,0.0024317156951758367,0.3621089313772772
Retail trade,2012,28336.0,131133.0,4285900.0,4771.0,435.0,2551.0,55472.0,340927.0,45378.0,249167.0,,590094.0,1032944.0,266195.0,766749.0,0.07689961260409359,0.18211881990793324,0.06210947525607224,0.002549697846426655,0.34604561780787446
Retail trade,2013,32937.0,136188.0,4436600.0,5751.0,534.0,2668.0,56250.0,396063.0,43158.0,263528.0,,659591.0,1116910.0,279975.0,836935.0,0.06543145676639008,0.16377007376825234,0.06310575666050579,0.002558039940494974,0.3169001674156313
Retail trade,2014,40978.0,172381.0,5467300.0,6282.0,1823.0,6306.0,60857.0,523604.0,50450.0,332853.0,2959.0,856457.0,1466820.0,341574.0,1125246.0,0.0589054675249312,0.15156841007892372,0.06247581072924478,0.0026274547460964884,0.2926656650094848
Retail trade,2015,44998.0,179784.0,5609800.0,6928.0,1736.0,6087.0,66807.0,565570.0,57674.0,312342.0,2125.0,877912.0,1468395.0,356228.0,1112167.0,0.065694511522795,0.1846501591204513,0.0635010160790046,0.002670683446825199,0.32079606639078007
Retail trade,2016,44577.0,192727.0,5891700.0,6851.0,3202.0,5714.0,77832.0,622525.0,64605.0,344295.0,2198.0,966821.0,1605783.0,384197.0,1221586.0,0.06682209012836916,0.18764431664706138,0.06520987151416399,0.0027259676041436823,0.33521509700249574
Retail trade,2017,48104.0,193359.0,5800800.0,7496.0,3506.0,5972.0,78401.0,642676.0,68160.0,359096.0,2368.0,1001772.0,1653061.0,383360.0,1269701.0,0.06803943412273451,0.1898099672510972,0.06608743621569439,0.00277776341194318,0.35250492607015965
Retail trade,2018,48296.0,198133.0,5838200.0,8119.0,2892.0,6923.0,78608.0,740947.0,64368.0,384392.0,2664.0,1125339.0,1742923.0,390887.0,1352036.0,0.05719876410574947,0.1674540573164894,0.06695334178342639,0.0028281119751521586,0.32487268652874585
Retail trade,2019,45140.0,198104.0,5877000.0,8345.0,3026.0,7181.0,78566.0,797276.0,82879.0,392517.0,2610.0,1189793.0,1813333.0,382190.0,1431143.0,0.06965833552559143,0.21114754265420352,0.06503147864556746,0.002809029550224037,0.4183610628760651
Wholesale trade,2009,27939.0,77592.0,1065400.0,10197.0,48705.0,12082.0,127974.0,477568.0,13515.0,342198.0,6440.0,819766.0,1109793.0,124433.0,985360.0,0.0164864119761005,0.03949467851945365,0.1167946311244603,0.006069082034916463,0.17418032786885246
Wholesale trade,2010,27502.0,79005.0,1080600.0,9216.0,46209.0,11460.0,134936.0,529799.0,32879.0,411031.0,6299.0,940829.0,1121755.0,142599.0,979156.0,0.034946839436284384,0.0799915334853089,0.13196279844530817,0.0060926799925967055,0.41616353395354727
Wholesale trade,2011,40005.0,83186.0,1107600.0,12150.0,51576.0,13106.0,138490.0,574286.0,39089.0,399870.0,6921.0,974156.0,1233878.0,160457.0,1073421.0,0.040126016777600304,0.09775427013779478,0.14486908631274828,0.0062587275791501145,0.46989878104488736
Wholesale trade,2012,42570.0,87064.0,1101800.0,13729.0,65434.0,21154.0,156645.0,607638.0,42229.0,431583.0,8056.0,1039221.0,1224817.0,166031.0,1058786.0,0.040635245053746986,0.0978467641218491,0.15069068796514795,0.006584982150420524,0.48503399797849855
Wholesale trade,2013,46939.0,105054.0,1421000.0,14336.0,65097.0,22461.0,168625.0,685914.0,51308.0,501194.0,8482.0,1187109.0,1377875.0,194070.0,1183805.0,0.043220967914488054,0.10237153677019278,0.13657283603096412,0.006160802251935257,0.48839644373369884
Wholesale trade,2014,51744.0,128975.0,1815900.0,31878.0,83627.0,25452.0,208396.0,822160.0,58730.0,572288.0,10262.0,1394449.0,1719546.0,246054.0,1473492.0,0.04211699388073712,0.10262315477521808,0.13549975218899718,0.005918782238375828,0.455359565807327
Wholesale trade,2015,52395.0,131642.0,1871800.0,32074.0,78087.0,26247.0,221438.0,908905.0,66328.0,595845.0,8726.0,1504750.0,1777996.0,247825.0,1530171.0,0.0440790829041369,0.11131754063556798,0.1323992947964526,0.005860757915731738,0.5038513544309566
Wholesale trade,2016,46595.0,124455.0,1683300.0,29552.0,76180.0,26158.0,221033.0,968436.0,67484.0,615322.0,7521.0,1583758.0,1773426.0,239201.0,1534225.0,0.042610045221555315,0.1096726591930729,0.1421024178696608,0.006161260619022159,0.5422361496123097
Wholesale trade,2017,53520.0,137618.0,1772000.0,26127.0,82519.0,27616.0,226295.0,1169807.0,92451.0,795618.0,7821.0,1965425.0,2057761.0,264592.0,1793169.0,0.047038681201266905,0.11620023679705588,0.14931828442437922,0.006471877351392024,0.6717943873621183
Wholesale trade,2018,60332.0,140397.0,1787300.0,23748.0,103116.0,24983.0,225040.0,1123319.0,43652.0,801096.0,8483.0,1924415.0,2208413.0,241093.0,1967320.0,0.022683256989786505,0.05449034822293458,0.13489229564147037,0.006546047110166173,0.3109183244656225
Wholesale trade,2019,59446.0,141646.0,1774700.0,22029.0,103567.0,33158.0,223618.0,1232524.0,123172.0,847049.0,7630.0,2079573.0,2257480.0,273354.0,1984126.0,0.05922946681842859,0.14541307527663688,0.15402828647095285,0.006651171089949475,0.8695762675966847
