sector,year,capital_expenditures,compensation_employees,employment,exports_by_parent_to_affiliates,exports_by_parent_to_other,imports_by_parent_to_affiliates,imports_by_parent_to_other,liabilities,net_income,owners_equity,rd_expenditures,total_assets,total_sales,value_added,CI,TGasset,TGequity,PT,Rem,TP
  Broadcasting (except internet) and telecommunications,2011,52738.0,85588.0,951600.0,24.0,41.0,1.0,,663178.0,41847.0,398674.0,1443.0,1061852.0,479955.0,213312.0,266643.0,0.03940944689090382,0.10496546050156268,0.22416141235813367,0.007495095978702536,0.48893536477076227
  Broadcasting (except internet) and telecommunications,2012,53278.0,88355.0,944700.0,22.0,,,,704606.0,49657.0,395707.0,1570.0,1100313.0,509690.0,222062.0,287628.0,0.04512988576886759,0.12548931406318312,0.2350608658833492,0.007793920468579091,0.5620168637881274
  Broadcasting (except internet) and telecommunications,2013,56270.0,86133.0,936900.0,,,1.0,,785760.0,74577.0,416744.0,1796.0,1202504.0,520551.0,259530.0,261021.0,0.06201808892111793,0.17895158658552973,0.2770092859430035,0.00766116981534849,0.8658353940998224
  Broadcasting (except internet) and telecommunications,2014,64857.0,98776.0,1044599.9999999999,122.0,301.0,5.0,,952945.0,53826.0,361543.0,2718.0,1314488.0,587128.0,268337.0,318791.0,0.040948262745646974,0.14887855663088484,0.2568801455102432,0.007879890229114813,0.5449299424961529
  Broadcasting (except internet) and telecommunications,2015,63413.0,100279.0,1035099.9999999999,128.0,,7.0,,1033785.0,76744.0,411405.0,2731.0,1445190.0,587837.0,300942.0,286895.0,0.05310305219382919,0.18654124281425846,0.2907371268476476,0.008073213538144464,0.7653047996090906
  Broadcasting (except internet) and telecommunications,2016,66274.0,97327.0,1065000.0,,,2.0,,1129122.0,63201.0,466582.0,2936.0,1595704.0,599985.0,269119.0,330866.0,0.03960696971368123,0.13545528974542523,0.25269389671361503,0.007615571205007825,0.6493675958367154
  Broadcasting (except internet) and telecommunications,2017,66832.0,93464.0,1075800.0,225.0,329.0,,,1145941.0,115284.0,520980.0,2845.0,1666921.0,624323.0,268519.0,355804.0,0.06915984620746873,0.2212829667165726,0.24959936791225135,0.007239883497552209,1.2334588718651032
  Broadcasting (except internet) and telecommunications,2018,67786.0,99054.0,1074600.0,256.0,411.0,,,1173477.0,80756.0,597080.0,3740.0,1770557.0,659512.0,284613.0,374899.0,0.04561050562054766,0.13525155758022375,0.2648548297040759,0.007681462869905081,0.8152724776384598
  Broadcasting (except internet) and telecommunications,2019,68431.0,93944.0,1053200.0,110.0,277.0,,,1221270.0,72940.0,623011.0,3867.0,1844281.0,665048.0,253174.0,411874.0,0.03954928777122358,0.11707658452258467,0.2403854918344094,0.007433219394860109,0.7764199948905731
  Chemicals,2009,18106.0,93429.0,799000.0,42610.0,34472.0,35711.0,30328.0,686893.0,106986.0,537545.0,47244.0,1224438.0,529218.0,201117.0,328101.0,0.08737559598771028,0.19902705819977862,0.25171088861076346,0.009744367959949938,1.1451048389686287
  Chemicals,2010,17497.0,94389.0,795500.0,48681.0,35300.0,41434.0,34863.0,669675.0,104218.0,566869.0,49878.0,1236544.0,566575.0,197377.0,369198.0,0.08428167537912117,0.18384847292760761,0.24811690760527969,0.009887806411062225,1.104132896841793
  Chemicals,2011,21365.0,94499.0,767000.0,51167.0,43052.0,44252.0,41190.0,713038.0,108279.0,566002.0,52480.0,1279040.0,604486.0,213056.0,391430.0,0.08465646109582187,0.19130497772092678,0.2777783572359844,0.01026716644936984,1.1458216489063375
  Chemicals,2012,25764.0,95678.0,761600.0,47338.0,40913.0,44749.0,38120.0,785763.0,107875.0,603500.0,55088.0,1389263.0,600957.0,210990.0,389967.0,0.07764908444261454,0.17874896437448218,0.27703518907563024,0.010468968837535014,1.1274796713978135
  Chemicals,2013,26299.0,99022.0,764700.0,52112.0,38881.0,49141.0,40460.0,745649.0,128143.0,700329.0,54374.0,1445979.0,608288.0,245005.0,363283.0,0.08862023584021621,0.1829754301192725,0.32039361841244934,0.010790941981604988,1.2940861626709217
  Chemicals,2014,34122.0,112676.0,890300.0,56168.0,42491.0,60926.0,35834.0,935641.0,131148.0,722452.0,63979.0,1658093.0,691854.0,256484.0,435370.0,0.07909568401772397,0.18153178342644216,0.2880871616309109,0.010546632221348608,1.163939081969541
  Chemicals,2015,39625.0,111236.0,874200.0,53139.0,40002.0,56392.0,29836.0,1047651.0,110225.0,716163.0,61545.0,1763814.0,653981.0,260891.0,393090.0,0.06249241700088558,0.15391049244375932,0.2984339967970716,0.010603599481430642,0.9909112157934482
  Chemicals,2016,31493.0,111108.0,883700.0,59534.0,38456.0,60904.0,26749.0,1139950.0,121027.0,702173.0,61913.0,1842123.0,640762.0,279360.0,361402.0,0.06569973883394323,0.17236065755874977,0.3161253819169401,0.01047753762589114,1.0892734996579905
  Chemicals,2017,29915.0,117747.0,912700.0,63690.0,40805.0,58602.0,27297.0,1300491.0,86803.0,885261.0,64461.0,2185753.0,694763.0,221604.0,473159.0,0.03971308743485655,0.09805356838265777,0.24280048208611812,0.010750794346444615,0.7371992492377725
  Chemicals,2018,33677.0,120013.0,919300.0,64141.0,42993.0,62504.0,30568.0,1289691.0,137935.0,875857.0,67778.0,2165549.0,703853.0,258220.0,445633.0,0.06369516459798416,0.15748575395298547,0.28088763189383226,0.01087902026904529,1.149333822169265
  Chemicals,2019,32217.0,121584.0,924500.0,65596.0,45836.0,59296.0,29469.0,1245520.0,138557.0,863769.0,71131.0,2109288.0,706461.0,247299.0,459162.0,0.06568899078741262,0.16040978548662896,0.2674948620876149,0.010959437533802055,1.139598960389525
  Clothing and clothing accessories stores,2009,2035.0,12708.0,635900.0,699.0,,,,22516.0,3898.0,24245.0,8.0,46760.0,68840.0,25886.0,42954.0,0.08336184773310522,0.16077541761187875,0.04070765843686114,0.0016653561880798867,0.3067359143846396
  Clothing and clothing accessories stores,2010,2318.0,14860.0,680700.0,944.0,244.0,,,28994.0,6883.0,28745.0,,57739.0,80536.0,32107.0,48429.0,0.11920885363445852,0.23945033918942424,0.04716762156603496,0.00181920571960237,0.46318977119784654
  Clothing and clothing accessories stores,2011,2475.0,15713.0,702000.0,1095.0,256.0,1863.0,,32849.0,6739.0,26617.0,8.0,59466.0,87288.0,31340.0,55948.0,0.11332526149396294,0.25318405530300186,0.04464387464387464,0.0018652659069325736,0.42888054477184495
  Clothing and clothing accessories stores,2012,3572.0,16654.0,730800.0,1280.0,286.0,,16882.0,39217.0,8282.0,26886.0,,66104.0,95168.0,34274.0,60894.0,0.12528742587437977,0.3080413598155174,0.046899288451012586,0.0018990603904397007,0.49729794643929387
  Clothing and clothing accessories stores,2013,4564.0,17761.0,738200.0,1551.0,287.0,1907.0,17378.0,41522.0,8304.0,30275.0,,71796.0,98974.0,36914.0,62060.0,0.11566103961223466,0.2742857142857143,0.05000541858574912,0.002004989614377314,0.467541242047182
  Clothing and clothing accessories stores,2014,4282.0,22023.0,919800.0,1731.0,297.0,4521.0,17760.0,53720.0,6343.0,33415.0,,87135.0,123814.0,42071.0,81743.0,0.07279508808171228,0.18982492892413586,0.04573929115025006,0.0019952707110241358,0.28801707305998275
  Clothing and clothing accessories stores,2015,4450.0,21843.0,885000.0,1556.0,337.0,4426.0,17991.0,55558.0,7038.0,32026.0,,87584.0,122617.0,39532.0,83085.0,0.08035714285714286,0.2197589458564916,0.044668926553672314,0.002056779661016949,0.3222084878450762
  Clothing and clothing accessories stores,2016,4384.0,23205.0,885900.0,1633.0,349.0,4217.0,18314.0,53892.0,8186.0,32933.0,,86825.0,123149.0,42511.0,80638.0,0.09428160092139361,0.24856526887923966,0.04798622869398352,0.002182808443390902,0.3527687998276234
  Clothing and clothing accessories stores,2017,4605.0,23781.0,883800.0,1587.0,523.0,3620.0,18323.0,55027.0,7768.0,33457.0,,88484.0,126924.0,42712.0,84212.0,0.0877898829166855,0.2321786173297068,0.04832767594478389,0.002242305951572754,0.32664732349354525
  Clothing and clothing accessories stores,2018,4622.0,24395.0,883600.0,2005.0,402.0,4641.0,18253.0,58847.0,7804.0,34322.0,15.0,93169.0,137441.0,41977.0,95464.0,0.08376176625272355,0.2273760270380514,0.04750679040289724,0.0023007205371963183,0.3199016191842591
  Clothing and clothing accessories stores,2019,3921.0,26167.0,922200.0,2126.0,564.0,4514.0,18048.0,71060.0,7216.0,33628.0,15.0,104688.0,141625.0,41978.0,99647.0,0.06892862601253248,0.21458308552396813,0.04551941010626762,0.002364544928793465,0.2757671876791378
  Computer systems design and related services,2009,4092.0,44201.0,417900.0,,,,35.0,126733.0,23481.0,89582.0,10134.0,216314.0,115677.0,67047.0,48630.0,0.10855053302144105,0.2621173896541716,0.16043790380473796,0.008814110233708225,0.531232325060519
  Computer systems design and related services,2010,4690.0,46334.0,433800.0,,,,,121066.0,25383.0,117968.0,11135.0,239034.0,121073.0,79834.0,41239.0,0.10618991440548206,0.2151685202766852,0.18403411710465653,0.00890079913938835,0.5478266499762593
  Computer systems design and related services,2011,4750.0,47741.0,442700.0,,,,,118467.0,29796.0,129021.0,12737.0,247487.0,129452.0,82975.0,46477.0,0.12039420252376892,0.23093914944078872,0.18742941043596115,0.008986710338076952,0.6241176347374374
  Computer systems design and related services,2012,4884.0,48823.0,449200.0,,,,,126714.0,27699.0,131583.0,13358.0,258297.0,133571.0,82585.0,50986.0,0.10723701785154299,0.21050591641777433,0.18384906500445236,0.009057398337785693,0.5673350674886836
  Computer systems design and related services,2013,4805.0,48384.0,434000.0,,,,,133883.0,34234.0,146228.0,13650.0,280112.0,142027.0,84052.0,57975.0,0.12221539955446394,0.23411384960472686,0.19366820276497695,0.009290322580645162,0.7075479497354498
  Computer systems design and related services,2014,5418.0,56183.0,480500.0,,161.0,,,179389.0,27943.0,163105.0,14003.0,342494.0,150186.0,84652.0,65534.0,0.08158683071820236,0.1713190889304436,0.1761748178980229,0.009743843218869234,0.49735685171671146
  Computer systems design and related services,2015,5519.0,57903.0,465600.0,,,,5.0,192889.0,27714.0,171929.0,15033.0,364818.0,142857.0,80197.0,62660.0,0.07596664638257981,0.16119444654479465,0.17224441580756014,0.010363509450171822,0.478628050360085
  Computer systems design and related services,2016,4496.0,51595.0,437300.0,,108.0,,9.0,193725.0,25016.0,140348.0,13859.0,334073.0,127893.0,70013.0,57880.0,0.074881837203246,0.17824265397440647,0.1601029041847702,0.009832113728180502,0.48485318344800854
  Computer systems design and related services,2017,5124.0,45953.0,390800.0,,,,1.0,248107.0,18835.0,143652.0,13285.0,391759.0,121489.0,59865.0,61624.0,0.048078027562863904,0.13111547350541586,0.15318577277379733,0.009798916751961788,0.40987530737927885
  Computer systems design and related services,2018,4977.0,49628.0,407400.0,,,,1.0,252121.0,17962.0,136909.0,13530.0,389030.0,127899.0,65489.0,62410.0,0.04617124643343701,0.13119663426071332,0.1607486499754541,0.01015136638847979,0.3619327798823245
  Computer systems design and related services,2019,4661.0,56397.0,446500.0,,,,,282860.0,17476.0,161464.0,16017.0,444323.0,137277.0,72908.0,64369.0,0.039331747399977045,0.10823465292572958,0.16328779395296752,0.01052575587905935,0.30987463872191784
  Computers and electronic products,2009,14692.0,87151.0,891600.0,31042.0,,29386.0,12943.0,264165.0,22476.0,359900.0,35823.0,624064.0,366908.0,129234.0,237674.0,0.03601553686801354,0.062450680744651293,0.14494616419919246,0.008145562285030656,0.2578972128833863
  Computers and electronic products,2010,15019.0,85148.0,835300.0,32944.0,,33448.0,15100.0,290303.0,71024.0,390123.0,34535.0,680427.0,402974.0,154956.0,248018.0,0.10438151337322005,0.1820554030395542,0.1855093978211421,0.00849475238437288,0.8341241133085922
  Computers and electronic products,2011,22275.0,96614.0,921400.0,33177.0,33709.0,29706.0,20041.0,328348.0,83672.0,410783.0,42305.0,739131.0,477887.0,193336.0,284551.0,0.11320320755048835,0.2036890523707164,0.2098285218146299,0.008737971203241443,0.8660442585960627
  Computers and electronic products,2012,20902.0,98111.0,890400.0,37863.0,38150.0,33948.0,14432.0,349400.0,75334.0,402806.0,44029.0,752206.0,497426.0,212229.0,285197.0,0.10015075657466173,0.18702303342055482,0.23835242587601077,0.009182296346211441,0.7678445841954521
  Computers and electronic products,2013,20938.0,101794.0,887200.0,37086.0,41277.0,33388.0,15315.0,390581.0,92343.0,420012.0,44772.0,810592.0,501393.0,211154.0,290239.0,0.11392044333030674,0.21985800405702693,0.2380004508566276,0.009561354072738204,0.9071556280330865
  Computers and electronic products,2014,23823.0,111830.0,955100.0,37255.0,48886.0,42169.0,23532.0,426065.0,92543.0,537437.0,52090.0,963502.0,551189.0,217777.0,333412.0,0.09604858111347979,0.17219320590134285,0.2280148675531358,0.009757267999860398,0.8275328623803988
  Computers and electronic products,2015,24940.0,115686.0,942800.0,39250.0,45379.0,44516.0,20700.0,446022.0,97204.0,554800.0,53213.0,1000822.0,556826.0,220538.0,336288.0,0.09712416393724359,0.1752054794520548,0.23391811624946968,0.010225392448027153,0.8402399598914303
  Computers and electronic products,2016,24607.0,122560.0,964400.0,39273.0,44942.0,45336.0,21019.0,558093.0,102455.0,592604.0,59175.0,1150697.0,555688.0,231323.0,324365.0,0.08903733997742239,0.17288948437742574,0.23986209041891332,0.01059034978570441,0.8359578981723238
  Computers and electronic products,2017,26636.0,121421.0,923500.0,38989.0,43791.0,45881.0,21278.0,590118.0,104519.0,630621.0,60760.0,1220739.0,583329.0,231693.0,351636.0,0.08561944854715053,0.16573980251212694,0.2508857606930157,0.01095659628225952,0.8607983791930556
  Computers and electronic products,2018,24412.0,129602.0,998800.0,42050.0,47972.0,52242.0,25991.0,659710.0,149979.0,609741.0,66600.0,1269450.0,660910.0,263330.0,397580.0,0.11814486588680137,0.2459716502580604,0.2636463756507809,0.010813142437591778,1.1572275119211124
  Computers and electronic products,2019,26913.0,127560.0,963200.0,40009.0,46487.0,50140.0,23631.0,665249.0,155548.0,587411.0,73593.0,1252660.0,641682.0,260218.0,381464.0,0.12417415739306756,0.26480266797863844,0.27015988372093025,0.011036129568106312,1.2194104735026654
  Construction,2009,1116.0,19028.0,228600.0,,,85.0,,31630.0,993.0,16543.0,4.0,48173.0,73085.0,22088.0,50997.0,0.02061320656799452,0.0600253883817929,0.09662292213473316,0.006936424613589968,0.05218625183939458
  Construction,2010,851.0,19462.0,201200.0,1304.0,,65.0,,30456.0,2638.0,18180.0,,48636.0,72089.0,24089.0,48000.0,0.05423965786660087,0.1451045104510451,0.11972664015904573,0.008060801855533466,0.13554619258041312
  Construction,2011,1009.0,19906.0,197200.0,,,,,37066.0,4043.0,22017.0,,59082.0,79442.0,25105.0,54337.0,0.06843031718628347,0.18363083072171504,0.12730730223123732,0.008411933739012846,0.203104591580428
  Construction,2012,1187.0,19865.0,193800.0,,,,,42250.0,2919.0,22920.0,112.0,65171.0,79365.0,23721.0,55644.0,0.044789860520783785,0.1273560209424084,0.12239938080495356,0.00854188166494668,0.1469418575383841
  Construction,2013,1385.0,20945.0,199300.0,,252.0,,,47370.0,3551.0,26965.0,104.0,74335.0,87008.0,25466.0,61542.0,0.04777022936705455,0.13168922677544967,0.12777722027094832,0.008757735407258738,0.16953926951539747
  Construction,2014,5064.0,30974.0,319000.0,2873.0,356.0,,,74528.0,654.0,42401.0,160.0,116929.0,125042.0,34436.0,90606.0,0.005593137716049911,0.015424164524421594,0.10794984326018808,0.008091431556948797,0.021114483114870537
  Construction,2015,4701.0,32120.0,326000.0,2663.0,339.0,872.0,,74760.0,1528.0,46217.0,86.0,120976.0,124758.0,38735.0,86023.0,0.012630604417405105,0.03306142761321591,0.11881901840490798,0.008210633946830265,0.047571606475716066
  Construction,2016,3426.0,36306.0,361100.0,,,805.0,,79820.0,3796.0,48192.0,78.0,128012.0,134883.0,44653.0,90230.0,0.0296534699871887,0.07876826029216467,0.12365826640819717,0.008378565494322901,0.10455572081749573
  Construction,2017,3194.0,37261.0,354300.0,,,588.0,,81708.0,6283.0,51518.0,96.0,133226.0,143325.0,47144.0,96181.0,0.047160464173659794,0.12195737412166621,0.13306237651707592,0.008763994731395238,0.16862134671640588
  Construction,2018,3420.0,36516.0,337100.0,,,,,79900.0,6359.0,57518.0,126.0,137418.0,160111.0,44767.0,115344.0,0.04627486937664644,0.1105566952953858,0.13280035597745476,0.009026994956986058,0.17414284149413956
  Construction,2019,4010.0,40050.0,379800.0,,,,,92946.0,4447.0,61794.0,179.0,154740.0,187019.0,47861.0,139158.0,0.028738529145663695,0.07196491568760721,0.1260163243812533,0.008787519747235387,0.11103620474406992
"  Data processing, hosting, and related services",2009,1235.0,9052.0,119900.0,,,0.0,0.0,29652.0,1749.0,18279.0,750.0,47931.0,48319.0,13639.0,34680.0,0.036489954309319644,0.09568357131134088,0.11375312760633861,0.006291353906032805,0.19321696862571808
"  Data processing, hosting, and related services",2010,926.0,6501.0,73800.0,,,0.0,0.0,26368.0,2142.0,14575.0,805.0,40943.0,62004.0,12781.0,49223.0,0.05231663532227731,0.1469639794168096,0.17318428184281842,0.0073407859078590786,0.3294877711121366
"  Data processing, hosting, and related services",2011,1361.0,7096.0,82800.0,,,0.0,0.0,33163.0,2456.0,13569.0,930.0,46732.0,64073.0,13622.0,50451.0,0.052554994436360525,0.1810008106713833,0.16451690821256038,0.007141706924315619,0.3461104847801578
"  Data processing, hosting, and related services",2012,1166.0,8850.0,100700.0,,,0.0,0.0,49530.0,2217.0,35218.0,991.0,84748.0,112253.0,16253.0,96000.0,0.02615990937839241,0.06295076381395877,0.16140019860973187,0.007323733862959285,0.2505084745762712
"  Data processing, hosting, and related services",2013,1607.0,9816.0,110700.0,,,1.0,0.0,53363.0,3689.0,35780.0,1165.0,89143.0,125561.0,18343.0,107218.0,0.0413829465016883,0.10310229178311905,0.1657000903342367,0.0073893405600722675,0.3758149959250204
"  Data processing, hosting, and related services",2014,2566.0,15621.0,157100.0,3.0,11.0,0.0,2.0,75174.0,3365.0,43971.0,1869.0,119145.0,137092.0,23471.0,113621.0,0.02824289731000042,0.07652771144618044,0.14940165499681732,0.008286123488224061,0.21541514627744704
"  Data processing, hosting, and related services",2015,2638.0,16355.0,160700.0,4.0,12.0,0.0,2.0,80750.0,5218.0,41543.0,2362.0,122293.0,139815.0,25290.0,114525.0,0.0426680186110407,0.12560479503165395,0.15737398879900436,0.00848112424808131,0.31904616325282786
"  Data processing, hosting, and related services",2016,2855.0,22152.0,237300.0,,,,,95429.0,5239.0,45047.0,2716.0,140476.0,146397.0,34641.0,111756.0,0.037294626840171985,0.11630075254733944,0.14597977243994942,0.007779182469447956,0.23650234741784038
"  Data processing, hosting, and related services",2017,2816.0,21782.0,221500.0,,,,,99217.0,8405.0,53810.0,3099.0,153027.0,154189.0,36199.0,117990.0,0.05492494788501376,0.15619773276342688,0.16342663656884876,0.008194883370955605,0.38586906620145073
"  Data processing, hosting, and related services",2018,2758.0,22354.0,223900.0,,,,,82419.0,4528.0,53281.0,3380.0,135700.0,70283.0,30455.0,39828.0,0.03336772291820191,0.0849833899513898,0.13602054488610987,0.008319934494566026,0.20255882616086607
"  Data processing, hosting, and related services",2019,2717.0,22180.0,211900.0,,,,,92593.0,-1729.0,73217.0,6338.0,165810.0,68759.0,23765.0,44994.0,-0.010427597852964236,-0.0236147342830217,0.11215195847097688,0.008722667925121913,-0.07795311091073039
  Depository credit intermediation (banking),2009,8625.0,113908.0,1175000.0,0.0,0.0,0.0,0.0,5866293.0,17791.0,795471.0,0.0,6661763.0,466971.0,104434.0,362537.0,0.002670614370400148,0.022365365927859093,0.08888,0.008078581560283687,0.1561874495206658
  Depository credit intermediation (banking),2010,7907.0,114717.0,1139400.0,0.0,0.0,0.0,0.0,6297574.0,46647.0,863367.0,,7160942.0,461775.0,138957.0,322818.0,0.006514087113120033,0.05402916720236006,0.12195629278567667,0.008390161488502721,0.4066267423311279
  Depository credit intermediation (banking),2011,7496.0,118267.0,1149100.0,0.0,0.0,0.0,0.0,6469004.0,60609.0,921442.0,,7390446.0,428581.0,158792.0,269789.0,0.008200993553027787,0.06577625070270293,0.13818814724567052,0.008576784730078613,0.5124760076775432
  Depository credit intermediation (banking),2012,7728.0,122884.0,1157300.0,0.0,0.0,0.0,0.0,6828823.0,72369.0,1000167.0,,7828990.0,410338.0,184876.0,225462.0,0.009243721093014553,0.07235691639496204,0.15974768858550073,0.008848469137936,0.5889212590735978
  Depository credit intermediation (banking),2013,7909.0,124412.0,1146400.0,0.0,0.0,0.0,0.0,7173601.0,83765.0,1015455.0,,8189056.0,403769.0,213677.0,190092.0,0.010228895735967613,0.08249011526852494,0.18638956734124215,0.009043672947197023,0.6732871427193519
  Depository credit intermediation (banking),2014,7145.0,119157.0,1079300.0,0.0,0.0,0.0,0.0,7422012.0,82297.0,1077732.0,,8499743.0,408956.0,189024.0,219932.0,0.009682292746968938,0.07636128462363556,0.17513573612526637,0.009200176040025944,0.6906602213885882
  Depository credit intermediation (banking),2015,8251.0,121212.0,1040900.0000000001,0.0,0.0,0.0,0.0,7681313.0,96934.0,1132816.0,,8814128.0,408414.0,204425.0,203989.0,0.010997571172100064,0.08556905975904296,0.196392544913056,0.009704102219233355,0.7997062997062997
  Depository credit intermediation (banking),2016,8628.0,119147.0,1010500.0,0.0,0.0,0.0,0.0,7615725.0,97354.0,1148548.0,,8764272.0,422721.0,195402.0,227319.0,0.011108053241615505,0.08476267426350488,0.19337159821870362,0.00982574633019957,0.8170914920224597
  Depository credit intermediation (banking),2017,9951.0,122029.0,997900.0,0.0,0.0,0.0,0.0,8038068.0,98014.0,1152189.0,,9190257.0,446617.0,198531.0,248086.0,0.010664990108546475,0.08506764081240144,0.19894879246417477,0.0101904833483649,0.8032025174343803
  Depository credit intermediation (banking),2018,10685.0,125484.0,1002900.0,0.0,0.0,0.0,0.0,8810267.0,129200.0,1182005.0,,9992272.0,499717.0,217772.0,281945.0,0.012929992298047931,0.10930579819882319,0.21714228736663677,0.010426762389071692,1.029613337158522
  Depository credit intermediation (banking),2019,13731.0,131757.0,1024200.0,0.0,0.0,0.0,0.0,9356198.0,128820.0,1219520.0,,10575717.0,524461.0,218488.0,305973.0,0.01218073441261713,0.10563172395696667,0.21332552235891428,0.010720318297207578,0.9777089642296045
  Drugs and druggists' sundries,2009,935.0,8253.0,112600.0,200.0,658.0,929.0,,66820.0,4812.0,42940.0,1322.0,109761.0,343987.0,14514.0,329473.0,0.043840708448355976,0.11206334420121099,0.12889875666074602,0.006107904085257548,0.5830607051981098
  Drugs and druggists' sundries,2010,1042.0,9539.0,120200.0,224.0,700.0,948.0,1245.0,66408.0,4585.0,40625.0,1363.0,107033.0,360579.0,18854.0,341725.0,0.04283725579961321,0.11286153846153846,0.15685524126455908,0.0066132834165280084,0.4806583499318587
  Drugs and druggists' sundries,2011,1173.0,10167.0,124600.0,271.0,704.0,1014.0,1438.0,68749.0,4984.0,39768.0,1453.0,108517.0,381470.0,21250.0,360220.0,0.04592828773371914,0.12532689599678132,0.17054574638844303,0.006799759229534511,0.4902134356250615
  Drugs and druggists' sundries,2012,821.0,7456.0,88200.0,201.0,527.0,489.0,1528.0,58221.0,3830.0,34353.0,1522.0,92575.0,310378.0,14778.0,295600.0,0.04137186065352417,0.11148953512065904,0.16755102040816328,0.007044595616024187,0.5136802575107297
  Drugs and druggists' sundries,2013,1970.0,20602.0,348400.0,228.0,553.0,718.0,1662.0,76711.0,6254.0,52274.0,1597.0,128984.0,393415.0,32236.0,361179.0,0.04848663400111642,0.11963882618510158,0.09252583237657865,0.004927765021048604,0.3035627608970003
  Drugs and druggists' sundries,2014,3003.0,23412.0,366300.0,3158.0,540.0,1286.0,2073.0,109152.0,8936.0,54378.0,2506.0,163530.0,432151.0,37735.0,394416.0,0.054644407753928946,0.16433116333811468,0.10301665301665301,0.005326235326235326,0.38168460618486244
  Drugs and druggists' sundries,2015,3150.0,24058.0,374400.0,3237.0,450.0,1096.0,1982.0,128726.0,9184.0,53647.0,2272.0,182373.0,488000.0,37729.0,450271.0,0.0503583315512713,0.17119317016794974,0.10077190170940171,0.005354789886039886,0.38174411838058026
  Drugs and druggists' sundries,2016,1962.0,11390.0,114900.0,3509.0,339.0,1772.0,1868.0,113501.0,10203.0,43395.0,2040.0,156895.0,450617.0,25030.0,425587.0,0.06503075305140381,0.23511925337020395,0.21784160139251524,0.008260806498404409,0.8957857769973661
  Drugs and druggists' sundries,2017,1918.0,12281.0,125800.0,3419.0,412.0,2443.0,1036.0,122115.0,11209.0,47390.0,2187.0,169505.0,472570.0,26142.0,446428.0,0.0661278428364945,0.23652669339523105,0.2078060413354531,0.008135267620561737,0.9127106913117824
  Drugs and druggists' sundries,2018,2001.0,12844.0,130800.00000000001,3464.0,509.0,2370.0,1308.0,119391.0,7611.0,49689.0,3093.0,169080.0,498702.0,15572.0,483130.0,0.045014194464158976,0.15317273440801787,0.11905198776758409,0.008182976554536188,0.5925724073497353
  Drugs and druggists' sundries,2019,2176.0,12659.0,125300.0,3490.0,423.0,2652.0,1376.0,137428.0,7504.0,47684.0,3184.0,185112.0,514210.0,17995.0,496215.0,0.0405376204676088,0.15736934820904286,0.14361532322426177,0.008419127427507316,0.5927798404297338
"  Electrical equipment, appliances, and components",2009,2917.0,18700.0,263500.0,7153.0,6383.0,6181.0,,78063.0,7369.0,69898.0,3040.0,147960.0,90057.0,25742.0,64315.0,0.049804001081373346,0.1054250479269793,0.09769259962049336,0.005913978494623656,0.39406417112299463
"  Electrical equipment, appliances, and components",2010,2591.0,18170.0,238000.0,7080.0,6712.0,6144.0,,77039.0,10166.0,72812.0,3059.0,149851.0,88439.0,27143.0,61296.0,0.06784072178363841,0.13961984288304125,0.11404621848739496,0.006362044817927171,0.5594936708860759
"  Electrical equipment, appliances, and components",2011,4226.0,19360.0,242200.0,8529.0,8346.0,7053.0,,78168.0,14592.0,81328.0,3623.0,159496.0,99210.0,35065.0,64145.0,0.09148818779154336,0.17942160141648633,0.14477704376548306,0.006661161574456373,0.7537190082644628
"  Electrical equipment, appliances, and components",2012,4295.0,22215.0,268700.0,9621.0,,7482.0,,108263.0,8807.0,91552.0,4215.0,199815.0,113886.0,33542.0,80344.0,0.04407577008733078,0.09619669695910521,0.12483066617045031,0.006889653889095646,0.39644384424938106
"  Electrical equipment, appliances, and components",2013,3775.0,21495.0,261899.99999999997,8777.0,,6954.0,,118946.0,8409.0,89443.0,4067.0,208390.0,108719.0,33574.0,75145.0,0.04035222419501895,0.09401518285388459,0.12819396716303935,0.006839442535318825,0.39120725750174457
"  Electrical equipment, appliances, and components",2014,3660.0,24702.0,278900.0,8835.0,13823.0,9413.0,10192.0,112247.0,10128.0,93570.0,4136.0,205817.0,113117.0,35976.0,77141.0,0.04920876312452324,0.10823982045527412,0.1289924704195052,0.007380781642165651,0.4100072868593636
"  Electrical equipment, appliances, and components",2015,4357.0,24206.0,273500.0,8922.0,13038.0,8809.0,9176.0,121138.0,9698.0,91562.0,4054.0,212701.0,110831.0,39217.0,71614.0,0.04559452000695812,0.10591730193748498,0.14338939670932357,0.007375380865326021,0.40064446831364126
"  Electrical equipment, appliances, and components",2016,4399.0,25120.0,280200.0,8105.0,12518.0,6663.0,9151.0,122151.0,11000.0,88866.0,4249.0,211018.0,108659.0,38398.0,70261.0,0.05212825446170469,0.12378187383251187,0.1370378301213419,0.007470854151796336,0.43789808917197454
"  Electrical equipment, appliances, and components",2017,4267.0,24212.0,272600.0,9388.0,11791.0,6668.0,10087.0,118115.0,10172.0,91927.0,4355.0,210042.0,106844.0,36500.0,70344.0,0.048428409556184,0.1106530181557105,0.1338958180484226,0.007401565174859379,0.4201222534280522
"  Electrical equipment, appliances, and components",2018,5313.0,25012.0,306800.0,9570.0,13205.0,7179.0,10587.0,129381.0,12847.0,131762.0,4416.0,261143.0,118146.0,41045.0,77101.0,0.04919526849274152,0.09750155583552163,0.13378422425032593,0.0067937853107344634,0.5136334559411483
