;year;sector;vab;emp;IPC;TCC;index_TCP_1;index_TCP_2;TCP_1;TCP_2;ipi_empalme_04;vab_ipc;vab_ipi;vab_tcp_1;vab_tcc;vab_ipi_index;emp_index;productividad_ipc_level;productividad_ipi_level;productividad_tcp_1_level;productividad_tcc_level;productividad_ipi_index_1
186;2013;Resto industria;344133.0;852766.0;4.90914244141516;5.49;2.7039072200168492;1.8144801867546825;14.844450637892503;9.961496225283208;3.8389479840000003;70100.43079964018;89642.52744092402;23182.6026031272;62683.60655737705;1.7163674399846265;1.6462886564104149;0.08220359488961823;0.10511972503702542;0.02718518632676162;0.07350622158643408;1.0425677376208204
187;2013;Total;585038.0;817270.0;4.90914244141516;5.49;2.7039072200168492;1.8144801867546825;14.844450637892503;9.961496225283208;3.8389479840000003;119173.15640801634;152395.3964571352;39411.22607168836;106564.29872495445;1.8975540321729607;1.4925097839406407;0.1458185867681627;0.18646884928742669;0.04822301818455145;0.13039056704021249;1.2713846519403649
188;2013;Total Manufactura;298184.0;326900.0;4.90914244141516;5.49;2.7039072200168492;1.8144801867546825;14.844450637892503;9.961496225283208;3.8389479840000003;60740.5475718978;77673.36292202285;20087.237128118726;54314.02550091074;1.9722427366638098;1.2267659387630268;0.18580773194217742;0.23760588229434948;0.06144765104961372;0.16614874732612647;1.6076764722147916
189;2014;Alimentos, bebidas y tabaco;169609.0;139419.0;6.802796220329471;8.1236;2.6256536160227677;1.6721521353828568;21.329759715122556;13.583895086996176;5.441769483000001;24932.24763857259;31167.986907540966;7951.753899963025;20878.55138116106;2.645075885078996;1.3226856156196043;0.17882962608089709;0.2235562362916171;0.05703493713168955;0.14975398891945188;1.9997767072109014
190;2014;Combustibles, quimicos y plasticos;156136.0;68983.0;6.802796220329471;8.1236;2.6256536160227677;1.6721521353828568;21.329759715122556;13.583895086996176;5.441769483000001;22951.738512084677;28692.137821671116;7320.101214703387;19220.050224038605;1.8361044072130936;1.4334725598985931;0.3327158649534621;0.4159305600172668;0.10611456757032003;0.27862009805370314;1.280878656891056
191;2014;Comunicaciones;72790.0;66468.0;6.802796220329471;8.1236;2.6256536160227677;1.6721521353828568;21.329759715122556;13.583895086996176;5.441769483000001;10700.011824913176;13376.163806165398;3412.6029065574858;8960.31316165247;1.2263825247523614;1.11955533097524;0.16097989746815272;0.2012421587254829;0.05134204288616305;0.13480642055805003;1.0954193069529352
192;2014;Electricidad, gas y agua;33924.0;44772.0;6.802796220329471;8.1236;2.6256536160227677;1.6721521353828568;21.329759715122556;13.583895086996176;5.441769483000001;4986.772924142802;6234.001661771603;1590.4539222703138;4175.9810921266435;0.8679798313404319;1.3867310908753019;0.11138150907135715;0.13923884708683112;0.035523405750699406;0.09327215876276788;0.6259179137554093
193;2014;Maquinarias, equipos y vehiculos;39830.0;58662.0;6.802796220329471;8.1236;2.6256536160227677;1.6721521353828568;21.329759715122556;13.583895086996176;5.441769483000001;5854.945335709463;7319.310405269513;1867.3440550650453;4902.998670540155;1.5885336420954732;1.4076064787042593;0.09980814387012824;0.1247708977748715;0.031832260322952596;0.08358048942313857;1.128535330100045
194;2014;Minas y canteras;133899.0;44203.0;6.802796220329471;8.1236;2.6256536160227677;1.6721521353828568;21.329759715122556;13.583895086996176;5.441769483000001;19682.935614013593;24605.78317738344;6277.567201334535;16482.717022009947;2.603067328932661;3.70892767242826;0.4452850624168856;0.556654145134571;0.14201676812285444;0.37288684075763967;0.701838255915197
195;2014;Resto industria;454160.0;850225.0;6.802796220329471;8.1236;2.6256536160227677;1.6721521353828568;21.329759715122556;13.583895086996176;5.441769483000001;66760.78266798418;83458.14746816976;21292.31674738491;55906.24846127333;1.5979563607262501;1.6413831847148515;0.07852131220322171;0.09816007229635657;0.02504315533815744;0.06575465137025296;0.9735425436345349
196;2014;Total;806579.0;822951.0;6.802796220329471;8.1236;2.6256536160227677;1.6721521353828568;21.329759715122556;13.583895086996176;5.441769483000001;118565.80351321123;148219.98662746366;37814.725096417504;99288.36968831554;1.8455638412455304;1.5028845047582002;0.14407395277873317;0.18010791241211646;0.045950153893023406;0.12064918772601957;1.2280144185414061
197;2014;Total Manufactura;418911.0;328967.0;6.802796220329471;8.1236;2.6256536160227677;1.6721521353828568;21.329759715122556;13.583895086996176;5.441769483000001;61579.236894988375;76980.6588295721;19639.743044221774;51567.1623418189;1.9546539447846065;1.2345228221996225;0.1871897086789507;0.23400723728997772;0.059701255883483066;0.15675481839156785;1.5833275089251762
198;2015;Alimentos, bebidas y tabaco;207370.0;139551.0;8.56869511954671;9.43;2.687444409628227;1.8053785023032782;25.34260078279418;17.024719276719914;6.7414957609999995;24200.884394515604;30760.235910797306;8182.664509350179;21990.45599151644;2.6104720355649738;1.323937916247652;0.17341964152543232;0.22042289851593544;0.05863565656534299;0.15758006744141168;1.9717480733263226
199;2015;Combustibles, quimicos y plasticos;183376.0;66427.0;8.56869511954671;9.43;2.687444409628227;1.8053785023032782;25.34260078279418;17.024719276719914;6.7414957609999995;21400.691405356094;27201.085115389724;7235.87928372763;19446.023329798514;1.740687033213082;1.380358664256177;0.3221685670789904;0.4094883874838503;0.10892979185764266;0.2927427601697881;1.261039669100112
