Data on activities of multinational enterprises
Data on activities of multinational enterprises
"By Country and Industry (NAICS) (Millions of Dollars) "
,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Information,Information,Information,Information,Information,Information,Information,Information,Information,Information,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,"Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services",Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries
"  Poland",63,116,150,139,152,181,252,264,313,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,98,127,117,131,157,176,199,220,228,5,5,32,36,11,2,7,4,4,7,5,4,3,2,2,1,(D),2,(D),2,8,(D),68,1,(D),(D),(D),31,5,3,(*),(*),2,(*),(*),3,6,5,6,6,1,1,1,(D),(D),(D),(D),(D),4,4,(*),(*),(*),(*),0,(D),2,2,0,(D),(D),8,8,9,14,25,38,(D),(D),77,21,18,23,21,20,20,71,61,85,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),(*),(*),(*),(*),(*),0,(*),(*),1,(*),3,4,5,7,8
"  Portugal",126,106,117,92,94,95,168,157,169,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,(D),24,28,23,14,69,(D),(D),21,4,2,3,2,5,3,(D),0,0,0,(*),1,(*),(*),1,1,1,2,2,(D),0,0,0,0,0,1,1,1,2,2,(*),0,0,0,0,(*),1,1,(*),1,(D),0,2,0,1,1,(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,9,(D),(D),(D),(D),(D),(D),(D),(D),(D),59,74,88,60,67,(D),(D),(D),(D),151,1,(D),1,1,1,1,(D),1,1,1,0,0,0,0,0,0,0,0,0,0,0,(D),4,3,3,(D),(D),9,4,4,(*),(*),(*),(*),(*),0,(*),(*),5,1
"  Russia",17,21,33,31,70,85,180,251,472,1040,7,8,(D),(D),12,17,(D),(D),(D),5,0,0,0,0,0,0,0,0,0,0,3,2,(D),11,16,3,3,23,72,197,1,(*),3,5,5,0,0,4,(D),(D),(*),1,3,3,3,(*),(*),(D),(D),(D),2,0,0,0,0,0,0,0,(*),(*),0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),1,1,1,1,(D),(*),(*),(*),(*),(*),2,2,2,2,2,0,0,0,3,(D),0,0,0,0,(D),6,6,10,10,43,43,145,206,367,815,1,1,0,0,0,(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),0,0,4,1,(D),0,(D),0,0,5,(D)
"  Spain",973,967,815,740,703,979,979,989,1201,1597,0,0,0,0,0,0,0,0,0,0,2,3,3,3,0,0,0,0,0,0,572,626,498,440,446,652,614,644,878,1190,(D),7,8,(*),(*),(*),(*),(*),0,0,96,157,129,159,98,250,160,96,327,484,20,56,61,31,26,123,(D),114,63,(D),(D),(D),(D),(D),(D),5,5,8,20,31,180,127,47,43,78,58,38,36,32,33,2,3,5,5,2,16,(D),29,31,3,60,102,89,81,79,82,203,168,155,292,366,324,296,268,238,277,277,254,280,327,3,(*),(*),(D),(*),4,1,(*),1,1,0,0,0,0,0,0,0,0,0,1,30,14,16,12,10,12,(D),(D),10,(D),1,(*),2,(D),9,34,(D),(D),32,(D)
"  Sweden",656,692,582,477,1522,381,394,681,833,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,433,395,304,1376,203,201,245,387,317,(*),0,0,0,0,2,(*),0,0,0,52,(D),81,81,(D),80,63,58,102,57,1,1,1,1,1,(D),(D),9,14,16,12,10,11,8,15,15,12,(D),27,(D),(D),70,52,26,43,10,10,(D),77,(D),1,(D),(D),11,8,0,2,5,1,2,(D),97,107,19,27,14,8,(D),(D),(D),290,241,168,154,124,155,157,432,441,487,19,8,9,10,11,2,3,2,3,3,0,0,0,0,0,(*),0,0,0,0,7,0,(*),(*),1,(D),(D),1,2,3,10,10,10,9,11,(D),(D),1,1,1
"  Switzerland",3115,5146,5265,3545,3520,5169,7784,7894,9283,11264,0,0,0,0,0,(*),1,0,0,(D),0,0,0,0,0,0,0,0,0,0,451,1326,1017,664,866,1087,2147,3007,3489,3411,(*),(*),(*),(*),(*),0,(D),(D),(D),(D),78,71,68,78,(D),827,1760,2438,2477,2361,25,51,40,38,45,2,2,2,2,2,4,4,6,(D),3,(D),136,(D),(D),209,(D),1041,(D),244,13,20,(D),(D),128,76,(D),(D),(D),(D),(D),(D),(D),(D),80,105,0,0,0,3,4,(*),1,1,1,0,2632,3786,4232,2866,2644,4054,5620,4880,5778,7838,13,10,10,9,5,4,1,1,3,3,0,0,0,(*),0,(*),(*),(*),(*),0,1,1,1,(*),(*),3,2,(*),0,0,18,24,6,6,5,21,13,6,14,(D)
"  Turkey",250,191,205,186,67,83,115,180,159,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),137,131,(D),18,26,43,(D),84,96,3,(*),(*),(*),3,2,0,(D),(D),(D),1,12,12,3,4,(D),15,9,12,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,5,0,(D),(D),(D),(D),(D),53,75,(D),49,48,(D),102,74,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),0,0,0,9,(D),(D),(*),(*)
"  United Kingdom",12237,14458,11369,10159,10883,11987,13132,14297,14061,15667,80,55,138,40,78,56,16,10,6,4,0,0,0,0,0,0,1,(D),(D),(D),7902,9772,6968,6271,6733,7456,7627,8519,8200,9416,107,124,152,95,79,31,49,64,27,29,1741,1476,1126,1159,1513,1239,1316,1761,1276,2181,383,334,489,475,592,218,276,378,355,474,750,704,702,928,941,1098,1169,1500,1338,1340,2673,4282,2445,1395,1265,1595,1895,1737,1747,1503,99,368,102,98,(D),235,246,262,267,189,1245,1424,996,1202,1280,1303,1000,963,1135,1475,3523,3503,3159,2726,2876,3274,4228,4389,4283,4799,109,117,154,143,137,52,112,73,81,(D),6,0,(D),8,9,9,(D),(D),(D),(D),279,(D),(D),(D),(D),(D),(D),653,695,(D),337,(D),(D),(D),(D),(D),(D),631,777,473
"  Other",80,87,167,144,87,158,183,202,302,409,(D),3,(D),(D),(D),(D),(D),1,1,(D),0,0,0,0,0,0,0,0,0,0,(D),59,(D),(D),31,(D),108,(D),(D),(D),4,1,0,0,0,(*),(*),(*),0,0,2,(D),3,(D),5,5,5,7,9,8,(D),2,2,4,(D),(D),(D),53,(D),(D),(D),0,0,(*),1,2,2,3,5,6,0,0,0,0,0,(*),(*),(*),2,4,0,(*),(*),(*),0,0,(*),(*),(*),(*),1,1,2,2,(D),(*),(*),(*),2,7,20,23,38,35,31,39,45,(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,(D),5,5,0,2,2,3,3,(D),3,3,2,(D),2,0,(*),0,0,0,(*),(*),(*),(*),(*)
Latin America and Other Western Hemisphere,38154,42847,43084,39388,36547,40199,42104,47514,52218,54268,721,445,542,319,507,497,610,692,468,809,2,0,1,(D),1,2,2,3,2,(D),32029,35575,35137,32082,29067,29915,29986,34842,38319,38305,894,874,770,859,738,943,731,888,1228,1354,3148,3027,3268,2886,3018,3563,3482,4419,4626,4871,397,491,439,552,619,505,649,535,358,453,1642,1845,1518,1194,1316,997,1346,1604,1497,1716,5480,5545,5909,4174,3655,5432,4279,4562,4496,3841,537,582,598,629,303,494,699,921,824,976,16934,20225,19297,18969,17041,15645,16386,18191,20921,20415,3756,5501,5806,5114,5151,7604,9461,9599,10400,11651,19,40,30,(D),38,56,44,51,(D),(D),2,3,(D),1,0,0,0,2,0,0,468,272,(D),47,55,33,157,133,(D),394,1157,1011,1311,1594,1729,2091,1843,2193,2670,3036
"  South America",8431,8348,7618,6280,5704,6112,6361,7939,9106,10786,546,273,413,189,227,274,354,274,305,554,1,0,1,(D),1,1,1,0,0,0,5123,5263,4724,3859,3695,4083,4061,5693,6440,7383,385,271,189,(D),(D),(D),(D),(D),(D),(D),1660,1609,1435,1190,1231,1403,1471,1802,2172,2424,177,250,144,101,135,124,174,314,87,(D),862,941,875,685,611,(D),681,717,(D),990,537,(D),291,403,406,451,(D),358,(D),(D),50,44,44,50,37,(D),23,(D),51,47,780,992,1154,697,646,(D),602,1528,1833,2399,1832,2227,2032,1651,1506,1536,1564,1585,1699,2100,7,22,15,(D),5,17,15,17,(D),(D),2,3,(D),1,0,0,0,0,0,0,(D),67,(D),(D),36,12,133,110,(D),(D),(D),492,389,(D),234,189,233,259,367,(D)
"    Argentina",1284,1499,1190,791,796,859,801,1038,1116,1270,17,24,41,45,46,(D),62,47,38,86,0,0,0,1,0,0,0,0,0,0,721,806,580,406,504,566,493,714,(D),835,(D),(D),29,(D),(D),(D),(D),(D),43,(D),439,467,295,250,272,325,306,327,343,368,(D),(D),(D),(D),(D),31,(D),(D),(*),0,9,(*),(D),(*),(D),20,23,26,31,32,8,(D),5,5,6,5,6,7,8,8,5,5,5,4,5,2,(D),3,(D),(D),(D),(D),97,(D),107,(D),26,(D),(D),228,444,627,548,330,240,198,176,238,255,311,2,20,11,2,2,(*),(*),(*),(*),(*),0,1,(D),1,0,0,0,0,0,0,(D),6,(D),1,1,2,(D),(D),(D),(D),(D),15,4,5,3,(D),(D),(D),(*),(D)
"    Brazil",3936,3894,3627,3130,2752,3092,3229,3936,4331,5766,14,17,7,9,9,6,9,5,(*),(D),0,0,0,(D),1,1,1,0,0,0,3116,3039,2806,2186,2278,2508,2553,3268,3599,4749,192,103,69,35,33,25,(D),32,30,42,975,868,836,624,644,781,843,1119,1326,1558,104,143,68,80,91,89,99,267,86,(D),686,743,812,(D),584,468,555,571,700,831,528,432,286,398,400,446,(D),352,(D),(D),38,27,28,33,26,9,14,37,37,33,328,400,420,216,303,376,389,529,568,1625,484,654,632,588,436,552,543,545,592,792,3,(*),1,(D),1,(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,(D),3,5,1,2,7,(D),(D),(D),(D),(D),181,176,140,27,(D),(D),(D),(D),25
"    Chile",595,649,476,421,441,478,507,479,712,955,(D),1,(D),(D),8,1,1,6,2,2,0,0,1,1,(*),(*),0,0,0,0,161,178,159,120,117,154,151,200,293,412,5,(D),2,2,(D),0,0,0,1,1,(D),41,39,29,32,36,34,45,110,160,4,(D),3,(D),(D),3,5,(D),0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,4,5,5,6,0,0,0,0,0,0,0,(D),52,(D),(D),(D),(D),(D),(D),(D),256,383,191,218,254,260,(D),252,(D),365,1,2,2,(D),2,(*),(*),(*),(*),(*),2,2,0,0,0,0,0,0,0,0,7,(*),7,(D),1,(*),(*),(*),(D),(D),(D),84,(D),(D),59,63,(D),21,(D),(D)
"    Colombia",662,618,651,596,620,632,843,919,1001,946,(D),15,9,6,48,101,196,(D),(D),(D),0,0,0,0,0,0,0,0,0,0,307,313,309,345,314,341,394,393,(D),397,103,98,47,45,27,(D),(D),(D),(D),(D),118,146,194,226,222,213,242,242,316,250,7,(*),(*),(*),(*),0,(D),0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,3,(D),(D),(D),(D),(D),121,168,254,149,143,124,151,176,145,152,(*),(*),(*),(*),1,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,(D),8,9,3,6,2,2,3,(D),(D),104,114,69,92,109,65,99,(D),188,(D)
"    Ecuador",69,64,75,132,94,122,73,80,73,113,5,(D),(D),(D),3,(D),8,2,2,2,0,0,0,0,0,0,0,0,0,0,29,13,14,58,54,(D),46,26,30,65,3,3,3,3,0,(*),0,0,1,(D),5,6,6,6,6,4,2,2,2,(D),(*),(*),(*),(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,(*),(*),3,(D),(*),0,0,0,0,22,28,48,53,37,29,17,48,36,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,0,0,0,(*),(*),(*),(*),(D),(D),(D),(D),0,(D),2,4,5,(D)
"    Peru",519,216,197,199,261,280,180,183,204,219,(D),(D),(D),(D),36,14,(D),(D),3,3,0,0,0,0,0,0,0,0,0,0,27,19,24,23,22,35,54,(D),61,40,2,1,2,2,2,1,2,1,3,3,10,12,9,8,9,8,9,(D),(D),(D),(*),(*),(*),(*),2,(*),(*),(*),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,75,81,112,180,225,103,121,138,174,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,(D),(D),(D),(D),22,6,(D),(D),2,2
"    Venezuela",1127,1254,1284,915,655,551,532,1087,1407,1282,147,97,214,45,75,62,51,22,25,32,1,0,0,0,0,0,0,0,0,0,743,874,808,683,386,395,367,1005,1245,873,57,40,36,56,18,19,6,2,(D),(D),66,57,44,35,32,36,35,(D),(D),67,(D),9,(D),3,7,0,0,0,0,0,(D),(D),42,103,12,(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,4,3,6,6,7,5,(D),(D),(D),(D),(D),(D),449,579,384,191,169,139,741,976,(D),207,214,226,150,158,74,87,33,82,180,(*),(*),(*),(*),(*),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,(D),48,17,21,26,1,4,1,(D),(D),(D),21,18,16,11,(D),(D),(D),(*),(D)
"    Other",239,154,119,96,85,97,197,217,262,235,(D),35,(D),4,3,8,(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,19,22,23,37,21,(D),4,(D),5,14,(D),1,1,(D),1,1,1,1,1,2,(D),11,12,13,14,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,2,2,3,3,3,112,79,53,50,56,73,(D),172,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,(*),(*),(*),(*),1,1,(*),(*),(D),16,(D),4,4,(D),(D),(D),1,1
"  Central America",28675,33220,34088,32046,29864,33280,34335,38107,41088,41468,(D),(D),(D),3,(D),220,193,(D),104,(D),2,0,0,0,0,0,0,0,0,0,26435,29884,30132,27968,25154,25658,25571,28941,31334,30171,487,583,561,670,601,812,585,767,1034,1073,1456,1371,1797,1664,1758,2149,1976,2553,2412,2402,(D),220,277,434,464,381,474,216,268,(D),781,904,(D),509,705,417,664,886,564,(D),4943,5087,5618,3771,3248,4981,3784,4204,(D),3680,487,538,554,579,266,(D),675,(D),772,929,16154,19233,18144,18272,16395,(D),15785,16663,19088,18017,1695,2769,3097,(D),3223,5656,7121,7075,7552,8615,12,17,16,19,32,37,27,30,31,34,0,0,0,0,0,0,0,2,0,0,(*),(D),18,(D),19,21,24,23,29,(D),(D),(D),(D),1109,(D),1688,1400,(D),2038,2188
"    Costa Rica",94,84,260,316,322,407,503,522,630,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,65,238,258,259,336,403,418,506,218,7,8,8,9,9,1,1,1,1,1,18,17,19,16,21,23,33,52,39,40,(D),2,3,2,4,6,2,4,(*),0,0,0,0,0,0,0,0,0,0,0,5,7,9,7,5,57,(D),(D),(D),4,3,4,4,5,5,(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,16,9,(D),9,(D),10,20,9,9,7,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),11,2,2,3,3,3,0,(D),(D),(D),(D),59,77,93,112,172
"    Guatemala",n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.
"    Honduras",142,153,70,183,260,378,276,690,1078,939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,102,66,45,(D),(D),23,(D),(D),(D),(D),17,25,3,(D),(*),1,1,1,1,0,0,0,0,0,3,4,4,5,5,0,0,0,0,0,(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),4,(D),(D),4,(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),0,(D),(D),(D),(D),(D),(D),(D)
"    Mexico",28181,32698,33109,30551,28367,31956,32446,35392,37316,37915,(D),10,(D),3,(D),220,193,(D),104,(D),0,0,0,0,0,0,0,0,0,0,26135,29555,29368,27464,24596,25187,25098,28106,29902,29269,448,542,510,640,564,797,568,748,1009,1045,1400,1330,1744,1625,1707,2111,(D),2485,2355,2351,171,211,266,424,451,375,472,212,267,(D),781,904,(D),509,705,417,664,886,564,(D),4939,5081,5609,3765,3243,4924,(D),(D),4010,3676,484,534,549,574,260,442,(D),(D),(D),(D),(D),(D),(D),(D),(D),14874,(D),(D),(D),18013,1570,2644,2917,2293,2651,5486,6093,5697,5834,6677,12,17,16,19,32,37,27,30,31,34,0,0,0,0,0,0,0,2,0,0,(*),(D),(D),8,8,19,22,20,26,(D),(D),(D),791,764,(D),1008,1014,(D),1420,1479
"    Panama",128,66,434,507,373,91,712,790,1062,1104,0,0,0,0,0,(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,67,28,(D),21,21,15,12,16,17,11,1,1,1,2,0,2,2,2,3,3,(D),(D),(D),(D),12,(D),4,(D),(D),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),38,(D),(D),347,(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,(D),5,(D),(D),(D),(D),(D)
"    Other",130,218,215,490,542,447,399,713,1001,1109,0,(D),0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,73,134,(D),180,(D),(D),34,(D),(D),(D),(D),15,16,16,(D),12,13,15,20,23,(D),(D),(D),(D),18,(D),(D),(D),(D),5,(D),7,7,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),126,(D),(D),(D),120,281,311,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,(D),(D),(D),357,244,(D),(D),(D)
"  Other Western Hemisphere",1049,1280,1379,1062,979,807,1408,1468,2024,2015,(D),(D),(D),127,(D),4,64,(D),59,(D),0,0,0,0,0,1,1,3,2,(D),471,428,281,255,218,174,354,208,546,750,22,19,20,(D),(D),(D),(D),(D),(D),(D),32,46,36,32,29,12,35,64,42,45,(D),20,18,18,21,0,0,5,3,(D),0,0,(D),0,0,(D),0,0,(D),(D),0,(D),0,0,0,(*),(D),0,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,505,677,(D),422,413,777,939,1149,936,0,0,0,(*),1,2,3,3,3,4,0,0,0,0,0,0,0,0,0,0,(D),(D),195,(*),0,0,0,0,0,0,(D),(D),(D),(D),(D),214,210,(D),265,(D)
"    Bahamas",n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.
"    Barbados",13,184,231,74,69,112,69,109,117,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,(D),4,4,5,(D),(D),(D),(D),(D),0,0,0,0,0,(D),(D),(D),(D),(D),3,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,(D),227,69,(D),90,(D),80,(D),(D),0,0,0,(*),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(D),(D),(D),(D),(D),(D)
"    Bermuda",52,72,72,59,79,95,175,178,452,416,2,3,2,2,2,0,0,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,(D),1,4,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,(D),0,0,(D),(D),0,0,0,0,0,0,0,0,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,70,50,57,77,(D),174,(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,0,0,0,0,0
"    Dominican Republic",241,260,102,97,98,76,100,262,458,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,(D),209,224,69,(D),62,49,63,(D),301,397,(D),3,1,6,3,0,0,0,0,0,6,12,14,8,9,(D),(D),(D),(D),(D),0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,36,33,(D),36,(D),(D),78,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D)
