Data on activities of multinational enterprises
Data on activities of multinational enterprises
"By Country and Industry (NAICS) (Millions of Dollars) "
,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,All Industries Total,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Mining,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Utilities,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Manufacturing,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Wholesale Trade,Information,Information,Information,Information,Information,Information,Information,Information,Information,Information,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,Finance (except depository institutions) and insurance,"Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services","Professional, scientific, and technical services",Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries,Other Industries
"  Poland",(D),107,106,60,244,272,241,232,245,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),105,104,(D),213,(D),(D),231,243,200,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,2,(*),0,0,(*),(*),0,0,1,15,55,57,(D),126,(D),118,130,35,29,0,0,0,0,0,5,6,(*),(*),(D),0,0,0,(D),4,7,7,9,3,3,(D),0,0,0,0,(D),(D),0,(*),2,1,3,(D),8,16,18,18,27,48,47,2,2,2,(D),(D),(D),(D),1,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0
"  Portugal",90,65,61,81,77,96,90,124,180,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),131,80,1,(*),(*),(*),(*),0,(*),0,0,0,1,2,1,0,(*),0,0,(*),0,0,0,0,0,4,3,3,4,4,5,1,0,0,0,0,0,2,1,3,2,3,(D),9,12,14,15,(D),0,0,(D),(D),0,0,0,0,0,0,0,0,0,0,8,(D),(D),(D),(D),36,44,59,114,67,(D),(D),(D),(D),(D),(D),(D),(D),44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),0,5,5,0,(*),0,0,0,0,0,0,0,0
"  Russia",0,0,0,0,0,(*),(*),2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),1,1,(*),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,(*),0,0,0,0,0,0,0,0,(*),2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"  Spain",764,622,522,519,556,747,930,760,1294,1376,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,697,611,508,490,523,(D),(D),581,1170,(D),(*),(*),0,0,0,0,0,0,2,0,97,110,124,94,77,197,262,91,276,400,22,(D),(D),(D),(D),86,69,8,117,73,11,73,(D),(D),(D),(D),6,10,(D),(D),432,232,(D),(D),133,25,(D),(D),(D),(D),5,(D),22,34,35,53,54,50,(D),(D),119,120,134,132,156,211,307,311,385,275,66,10,13,28,33,(D),(D),176,(D),(D),(*),0,0,0,0,0,(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,3,3,3,(D),4
"  Sweden",(D),4286,4616,4828,5173,5196,5018,4744,5079,4004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),4599,4749,(D),(D),(D),4494,4995,3948,(*),(D),(D),(D),(D),(D),(D),0,0,0,(D),(D),(D),(D),(D),18,41,20,33,(D),11,(D),(D),13,(D),(D),25,23,69,78,78,116,84,85,83,99,113,(D),(D),8,(D),51,48,46,42,31,89,93,62,90,6,(D),(D),(D),(D),(D),(D),(D),(D),1,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),11,(D),15,75,(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,(*),1,(D),(D),(D),0,3,2,3,2,4,6,0,0,0
"  Switzerland",1150,1572,2193,1808,1862,2559,4031,4685,7027,9666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,896,(D),382,388,633,(D),1459,2325,2662,(D),(D),(D),(D),5,(D),(D),(D),(D),(D),87,101,85,92,151,284,572,838,930,1160,(*),5,5,7,8,2,3,3,4,5,67,46,51,(D),42,46,74,133,206,229,66,674,(D),90,(D),43,170,152,580,392,2,6,(D),(D),(D),(D),(D),(D),(D),(D),2,5,5,(*),(*),(D),(D),(D),1,2,826,(D),1035,1424,1431,1872,2875,3191,4667,6949,(*),(*),(*),(*),(D),(*),(*),1,(*),(*),0,0,0,0,0,5,(D),(D),(D),0,0,0,0,0,0,3,0,0,0,(*),1,(D),(D),1,(D),46,(D),(D),(D),55
"  Turkey",(D),(D),35,28,16,(D),70,89,177,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),17,28,(D),(D),(D),(D),(D),(D),(D),0,0,(D),0,0,0,0,0,(D),(D),(D),1,(*),(*),(*),(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(D),5,(D),4,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),1,0,0,0,0,0,0
"  United Kingdom",9045,10101,8409,8780,10144,10457,12612,14240,14906,13684,328,(D),(D),(D),145,(D),185,117,(D),(D),0,0,0,0,0,0,0,(*),0,0,7759,8653,6888,6324,5905,6917,7641,9658,10761,11721,166,188,134,144,84,124,99,33,41,72,1005,919,771,1034,1080,1293,1349,1271,909,760,214,273,278,313,326,308,314,317,296,(D),1603,1356,1288,1138,1097,1617,1372,1396,1392,1250,1208,2917,1763,932,1055,1153,1309,1517,1433,1329,134,99,102,82,134,79,187,245,427,136,2379,2047,1794,1859,1253,1225,1420,1251,1826,2349,887,418,488,2008,3793,2777,4361,4141,3828,1343,32,28,(D),29,24,17,23,32,34,18,0,0,0,0,0,6,(D),(D),(D),(D),16,(D),(D),(D),(D),(D),(D),(D),(D),(D),24,2,8,13,(D),25,(D),(D),78,48
"  Other",58,66,50,76,111,127,134,(D),86,101,0,0,0,0,0,1,(*),0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),103,(D),(D),(D),0,0,0,0,0,0,1,5,(*),0,(D),14,(D),(D),(D),(*),3,3,3,1,1,(D),(D),(D),(D),(D),(D),(D),(D),48,0,0,(*),(*),8,15,(D),(D),(D),(D),0,0,0,0,0,(*),2,1,(D),(D),0,(D),0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(D),(D),(D),(D),6,(D),(D),(D),(D),(D),(D),(D),0,0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,(D),4,(D),0,0,0,0,0,0,(*),(*),(*),(*),(D),0,0,0,0,0,0,0,0,0,0
Latin America and Other Western Hemisphere,35650,46386,47990,48157,49758,51824,56761,60509,63345,64670,1623,2114,2006,2530,3358,4357,5885,6042,4048,5383,0,0,0,0,(*),(*),0,0,0,0,32466,42686,43961,43758,43933,43718,46815,48390,52617,51750,1301,520,389,461,522,415,579,489,528,717,1241,1410,1303,1311,1630,1986,1680,1702,1689,1662,458,573,575,605,967,1063,1527,1734,1621,1565,1823,2032,2213,1745,2249,2335,3861,3257,3231,3327,6168,9984,9341,7795,8111,8436,6520,5974,8119,7393,694,655,916,994,830,711,1637,2167,2380,2373,17320,24218,26055,27764,27402,24562,25376,25950,27057,25734,768,749,1465,1109,1450,2825,3380,5344,6012,6610,(D),(*),2,(D),(*),1,1,2,2,22,0,0,0,1,0,0,0,(D),0,0,(D),(*),(*),(*),0,0,4,5,(D),(D),677,837,556,(D),1017,924,676,(D),(D),(D)
"  South America",5263,4540,4075,4229,5058,6073,7748,7392,5744,7710,1162,(D),(D),(D),2123,2693,4110,3575,(D),3260,0,0,0,0,(*),(*),0,0,0,0,3544,2467,2098,1833,2367,2906,3313,3040,(D),3708,1062,314,151,192,225,(D),122,103,85,(D),139,131,57,71,173,(D),211,204,195,274,(D),(D),(D),(D),(D),258,(D),(D),328,(D),787,724,711,584,643,814,967,664,707,739,447,(D),200,(D),(D),135,(D),(D),103,(D),(D),20,11,(D),57,54,(D),(D),(D),(D),434,433,414,(D),433,632,566,731,719,1231,159,109,(D),(D),215,185,(D),(D),689,629,(D),(*),(*),(D),(*),1,1,1,2,(D),0,0,0,0,0,0,0,0,0,0,17,(*),(*),(*),0,0,4,5,(D),9,(D),(D),316,(D),353,288,(D),(D),(D),(D)
"    Argentina",469,510,388,553,599,857,1148,836,783,1132,(D),332,265,(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,211,149,97,(D),(D),(D),457,279,387,596,(D),(D),(D),(*),(D),(D),(D),1,(D),(D),52,23,9,13,(D),73,105,105,96,154,1,(D),(D),(D),(D),10,(D),(D),0,0,0,0,0,0,0,2,2,2,(D),(D),(*),(*),(*),(*),(*),(*),(*),(*),0,0,(*),(*),(*),(*),(*),0,0,0,0,0,(D),(D),(D),(D),30,(D),(D),96,(D),(D),(D),26,(D),22,26,3,3,8,9,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,0,0,0,1,1,(D),(D),2,3,(D),0,0,0,(D),(D),(D),3
"    Brazil",3013,2009,1663,1521,1897,2399,2698,2529,2543,3158,2,(D),1,2,3,1,(D),0,(D),(D),0,0,0,0,0,0,0,0,0,0,2986,1955,1630,1361,1785,2287,2501,2414,2404,2866,(D),(D),46,(D),86,106,(D),102,(D),49,84,87,26,49,113,140,82,72,75,89,62,65,102,78,201,237,424,334,328,(D),(D),723,709,582,643,807,965,662,(D),(D),447,(D),200,(D),(D),135,(D),(D),103,80,(D),19,7,24,(D),54,(D),(D),(D),(D),382,386,309,(D),296,451,389,(D),513,1113,22,41,28,117,105,111,(D),107,(D),72,0,0,0,(D),0,1,1,1,2,(D),0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,4,4,(D),2,(D),5,(D),4,(*),4,3,(D),1
"    Chile",584,250,376,443,472,589,825,439,186,634,403,(D),(D),(D),(D),(D),(D),(D),(*),(D),0,0,0,0,(*),(*),0,0,0,0,(D),(D),48,(D),75,74,78,81,67,99,(D),11,12,12,13,(D),0,0,0,0,0,0,1,1,2,(*),1,(*),(*),(*),2,2,(D),1,(D),(D),3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),53,64,69,80,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,(D),57,(D),61,69,(D),(D),(D),39,42
"    Colombia",457,501,413,516,659,735,942,(D),1060,1260,216,(D),255,(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,100,114,65,54,65,51,(D),53,64,30,(D),(D),(D),(D),0,(*),(*),(*),1,(*),2,(D),20,7,8,(D),12,7,8,(D),1,(*),(*),(*),(*),0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,(D),(*),(D),55,(D),7,6,7,8,(D),(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,0,0,0,0,0,(D),1,(D),(D),(D),(D),(D),(D),(*),2,2,(D)
"    Ecuador",266,328,341,274,414,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(*),0,0,0,0,0,0,0,0,0,0,68,125,151,137,110,3,3,(*),(*),(*),(D),44,86,135,(D),0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),4,5,5,6,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),0,0,0,0
"    Peru",312,586,478,460,505,282,747,1346,(D),1259,310,585,470,450,492,275,741,(D),(D),(D),0,0,0,0,0,0,0,0,0,0,1,(*),7,9,(D),6,4,(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,(D),(*),1,(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2
"    Venezuela",(D),324,392,440,488,(D),708,888,182,104,(D),(D),(D),(D),(D),(D),(D),(D),2,1,0,0,0,0,0,0,0,0,0,0,77,(D),97,137,176,169,(D),(D),180,102,1,0,0,0,0,0,0,0,(D),0,1,(D),(*),1,(D),10,12,20,16,(D),(D),3,8,7,8,(D),(D),(D),0,0,(D),2,2,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(*),(*),4,(D),(D),(*),(*),(*),(*),(*),(D),(D),(D),102,108,(D),(D),(D),(D),(D),1,(D),(D),(D),(D),1,(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,(*),0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),0,0,0,0,1,1,0,(D),0,0,0,0,0,0,0,0
"    Other",(D),32,25,23,25,27,(D),(D),(D),(D),0,1,0,(*),1,(*),(*),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,(D),16,4,4,0,(D),(*),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),6,3,6,7,(D),(D),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),0,0,0,0,0,0,0,0,0,(D),15,15,16,18,(D),9,(D),(D),(D)
"  Central America",28578,40474,42561,42259,42342,42103,44165,47449,51677,49938,(D),(D),36,32,(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,27669,39393,41147,41083,40763,38407,39928,41185,44991,43107,239,207,237,269,297,(D),458,386,443,(D),913,1055,932,986,1052,1261,1218,1260,(D),(D),225,393,339,423,647,(D),852,1174,(D),1143,1036,1308,1502,1161,1606,1520,2894,2593,2523,2588,5721,9770,9141,7624,7938,8300,6413,5838,(D),7192,(D),635,905,(D),774,657,1582,(D),(D),(D),16886,23785,25642,(D),26969,23929,24810,25219,26337,24502,(D),639,1144,757,824,(D),2704,4353,4919,5370,(*),0,2,(*),(*),(*),(*),1,1,1,0,0,0,0,0,0,0,(D),0,0,(D),(*),0,0,0,0,0,0,0,(D),(D),(D),232,386,(D),(D),(D),(D),(D),568
"    Costa Rica",769,732,846,906,907,1006,1121,1427,1640,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,214,299,323,288,374,425,665,875,674,19,22,23,24,27,0,0,0,0,0,0,2,1,1,1,0,0,(D),(D),(D),0,(D),(*),0,(*),(D),(*),1,0,0,0,0,0,0,0,0,0,0,0,0,128,159,24,30,(D),(D),(D),(D),(D),(D),(D),0,0,0,0,(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
"    Guatemala",n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.
"    Honduras",113,190,(D),191,234,311,341,663,722,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,(D),72,(D),(D),(D),(D),(D),(D),(D),(D),10,11,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,(*),1,(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,(D),(D),(D),(D),(D),(D),(D),(D),(D)
"    Mexico",27438,39196,41320,40911,40855,40413,42259,44924,48742,46673,(D),5,36,32,(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,27261,38955,40623,40582,40168,37575,39076,39793,43209,41165,162,122,148,174,192,(D),(D),(D),(D),489,912,1051,927,981,1052,1261,1218,(D),1050,968,224,385,337,421,645,671,852,1172,(D),1143,1036,1308,1502,1161,1606,1520,2894,2593,2523,2588,5593,9611,9117,7595,7825,8089,6150,5563,7662,6996,614,635,905,(D),774,(D),(D),(D),2241,2231,(D),(D),(D),27340,(D),(D),(D),(D),(D),(D),(D),(D),(D),287,(D),(D),(D),(D),(D),(D),(*),0,2,(*),(*),(*),(*),1,1,1,0,0,0,0,0,0,0,(D),0,0,(D),(*),0,0,0,0,0,0,0,(D),4,(D),(D),9,2,5,4,4,5,(D)
"    Panama",(D),(D),(D),14,16,11,(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,(D),(D),(D),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,(D),14,11,15,(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),0,0,0,0,(D),(D),(D),(D)
"    Other",(D),(D),198,237,330,362,(D),(D),(D),(D),0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,124,(D),(D),(D),(D),(D),(D),(D),(D),(D),54,56,60,66,(D),(D),(D),(D),(D),0,(*),3,4,(*),(*),(*),(*),0,0,2,(D),2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
"  Other Western Hemisphere",1809,1373,1354,1669,2358,3648,4848,5668,5923,7022,(D),546,(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,1253,825,716,841,803,2404,3575,4165,(D),4935,0,0,0,0,0,(*),(*),(*),(*),(*),189,224,313,253,405,(D),251,239,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,(D),0,(D),(D),0,(D),(D),(D),(D),0,0,0,0,0,0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(*),(D),(D),411,(D),(D),(D),404,612,0,0,0,0,0,0,0,0,0,(D),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,(D),(D),(*),(*),(*),0
"    Bahamas",n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.,n.s.
"    Barbados",1,1,1,(D),(D),0,(D),(D),(D),188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),0,2,(D),0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),0,2,(D),0,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,(D),(D),(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
"    Bermuda",3,4,10,11,(D),20,23,13,(D),(D),0,0,0,0,0,0,0,(D),(D),(*),0,0,0,0,0,0,0,0,0,0,3,4,(D),3,(D),2,4,(D),(D),(D),0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,2,4,(D),3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),7,4,(D),18,1,(D),(D),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,0,(D),0,(*),0,0
"    Dominican Republic",395,370,241,364,(D),221,244,265,436,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),370,(D),364,(D),(D),243,265,436,614,0,0,0,0,0,0,0,0,0,0,0,0,(*),(*),(*),(*),0,(D),1,(D),0,0,0,0,(D),7,(D),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,(D),0,(D),0,0,(D),1,(*),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
