"anio","sector","IBF","VAB","VAB.por.ocupado","VBP","act.corriente.sobre.act.total","activo","amortizaciones.en.VAB","coef.VAB","contribuciones.sobre.costo.salarial","costo.salarial.en.VAB","deuda.sobre.activo","deuda.sobre.k.propio","empleo.asalariado","empresas","empresas.exp","empresas.imp","expo","impo","impuestos.net.subsidios.en.VAB","liq.corriente","patrimonio.neto","rentabilidad.sobre.act","rentabilidad.sobre.k.propio","result.oper.en.VAB","salario.medio","salarios","saldo.comercial.bienes","tasa.inversion","utilidad","VAN","amortizaciones","c.intermedio","contribuciones","impuesto.prod","indemnizaciones","interes.rentas.cob","interes.rentas.pag","subsidios","salarios.en.VAB","apalancamiento","autofinanciamiento","deuda.pasivo","impuestos.prod","result.oper","utilidad.en.VAB","utilidad.por.ocupado","utilidad.por.ocupado.sobre.salario.medio","VAB.precios.basicos","productividad_corrientes","masa_salarial","consumo_intermedio","ganancia_antes_de_impuestos","ganancia_despues_impuestos","activo_corriente","activo_no_corriente","stock_de_capital","indice_consumo_capital_fijo","rotacion_capital_aproximada","capital_variable_adelantado","capital_constante_circulante_adelantado","tasa_de_ganancia"
2001,"manufactura.minerales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"manufactura.nocat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"manufactura.resto",667800000,2816400000,53700,8139500000,31.7,15233500000,23,34.6,14.5,47.8,0.5,0.8,52437,70,63,68,2410500000,1297300000,-4.4,1.1,8241700000,3.1,5.6,33.6,1691,1152500000,1113300000,22,464000000,NA,64777200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95757600,-1826.14566050689,-45772132.8,8235257600,-64827185467.2,-64827185467.2,482901950000,-467668450000,3886632000,-0.138510947231955,0.151100415865374,-302925260.250651,54501885734.963,NA
2001,"manufactura.subtotal",2769500000,18134200000,80700,54477700000,38.8,72847600000,15.6,33.3,14.7,34.3,0.5,1.1,224788,304,274,283,15805300000,7768600000,31.7,1.1,34647200000,1.3,2.7,18.5,1817,5310700000,8036700000,13.3,931900000,NA,282893520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5929883400,26379.8930547894,2033950006.2,48547816600,-278997586606.2,-278997586606.2,2826486880000,-2753639280000,16973611200,-0.102734414799603,0.117982251736544,17239457429.0871,411484065488.153,NA
2001,"manufactura.textiles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"minas",3943400000,5966500000,609100,7943900000,13.7,17039800000,22.5,75.1,13.4,8.6,0.4,0.7,9795,20,19,15,2613500000,281200000,2.1,0.7,9792900000,17.2,30,66.8,3501,445800000,2332300000,66.5,2937800000,NA,134246250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184961500,18883.2567636549,15906689,7758938500,-134077195189,-134077195189,233445260000,-216405460000,8054775000,-0.620345946909103,0.608370010121431,26146405.5350543,12753650526.6775,NA
2001,"otras.comercio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"otras.comunicaciones",1734000000,5933500000,102100,10528000000,19.6,23412800000,34.8,56.4,16.8,26.5,0.6,1.3,58128,18,NA,NA,NA,NA,11.7,0.6,10094700000,2.6,6.1,27,1733,1309900000,NA,26.5,615300000,NA,206485800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753554500,12963.7093999449,199691942.5,9774445500,-205931937442.5,-205931937442.5,458890880000,-435478080000,12389148000,-0.474158883037236,0.471702417451617,423343055.095711,20721635375.1305,NA
2001,"otras.construccion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"otras.electricidad.gas.agua",1082200000,4276400000,137500,8951000000,11.6,27394500000,20.1,47.8,17.9,26.8,0.5,0.9,31106,40,NA,NA,NA,NA,14,0.7,14616300000,3.6,6.8,39,2323,939200000,NA,25.4,990300000,NA,85955640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641460000,20621.7450009644,171911280,8309540000,-85486091280,-85486091280,317776200000,-290381700000,5157338400,-0.29600914933689,0.297181133388844,578473061.326757,27961196275.2947,NA
2001,"otras.nocat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"otras.resto",1402400000,7365100000,34500,14792800000,33.9,30774000000,14.8,49.8,16,58.1,0.6,1.5,213713,118,NA,NA,NA,NA,12.4,0.9,12247200000,-0.4,-1,13.1,1295,3597500000,NA,15.2,-118900000,NA,109003480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,986923400,4617.98486755602,573402495.4,13805876600,-108589959095.4,-108589959095.4,1043238600000,-1012464600000,6540208800,-0.107661522190504,0.118268974226414,4848291778.55453,116732868364.7,NA
2001,"otras.subtotal",4218500000,17575000000,NA,34271800000,NA,81581200000,NA,NA,NA,NA,NA,NA,302947,176,36,111,257800000,1569500000,NA,NA,36958200000,NA,NA,NA,NA,5846600000,-1311700000,NA,1486600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"otras.transporte.almacenamiento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,"total",10931400000,41675800000,77500,96693500000,28.4,171468600000,19.6,43.1,15.5,33,0.5,1.1,537530,500,329,409,18676600000,9619400000,19.4,0.9,81398300000,3.1,6.6,27.8,1660,11603100000,9057200000,24.4,5356300000,NA,816845680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8501863200,15816.5371235094,2805614856,88191636800,-811149431656,-811149431656,4869708240000,-4698239640000,49010740800,-0.173862072305873,0.186426555126843,15049437855.5195,473063704577.898,NA
2002,"k.ext.part.50.percent",970900000,3770200000,107000,11612400000,27.8,18309800000,25.9,29.4,16.5,32.7,0.7,2,37374,47,32,39,4138000000,864500000,10.3,0.6,4797600000,2.3,6.8,29.8,2244,815400000,3273500000,31,1142300000,NA,97648180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426032600,11399.1705463691,139312660.2,11186367400,-97361460060.2,-97361460060.2,509012440000,-490702640000,5858890800,-0.198996646930614,0.214088795276202,650723733.674473,52251064263.1631,NA
2002,"k.ext.part.50a98.9.percent",1992900000,20289400000,264000,40834100000,18.9,88429900000,32.3,48.9,16,16.7,0.7,1.9,89272,92,50,75,13404000000,2858600000,21,0.5,22301700000,1.8,5.3,30,2855,2701600000,10545500000,13.5,3496200000,NA,655347620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463668000,50000.7617169997,745432556,36370432000,-651629384556,-651629384556,1671325110000,-1582895210000,39320857200,-0.414018322792196,0.414320038879808,1799170897.00854,87783424857.5914,NA
2002,"k.ext.part.99a100.percent",5926300000,38477500000,226200,83711600000,31.1,103500100000,17.5,45.2,15.8,17,0.6,1.2,197729,201,171,177,35741000000,8932600000,22.9,0.9,38513700000,8.6,18.2,42.7,2485,5047600000,26808400000,13.4,12280000000,NA,673356250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9196122500,46508.7190042938,1563340825,74515477500,-665723468325,-665723468325,3218853110000,-3115353010000,40401375000,-0.216141235949373,0.232826737572066,6714610363.49445,320046908173.231,NA
2002,"k.ext.subtotal",8890100000,62537000000,222900,136158200000,25.6,210239800000,22.8,45,15.9,17.8,0.6,1.5,324375,340,253,291,53283000000,12655700000,21.6,0.7,65613000000,5.2,12.8,37.8,2559,8564500000,40627300000,14.4,16918500000,NA,1425843600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14133362000,43571.0581888247,2515738436,122024838000,-1414225976436,-1414225976436,5382138880000,-5171899080000,85550616000,-0.275690530295498,0.288060975571853,8733353870.67202,423607667639.668,NA
2002,"k.nac",1270300000,10641500000,66300,29591700000,26.3,55879600000,16.6,35.5,16.7,42.4,0.6,1.2,182095,160,104,112,9729800000,2325000000,9.3,1.1,20615600000,3.6,8.1,31.3,1802,3241300000,7404800000,12.8,3424200000,NA,176648900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1096074500,6019.2454488042,464735588,28495625500,-176017561088,-176017561088,1469633480000,-1413753880000,10598934000,-0.124950249473409,0.139905128650172,3321790934.21268,203678205187.548,NA
2002,"k.no.privat",4952400000,46165300000,125200,118444700000,31.7,171490000000,19,38,16.2,27.1,0.6,1.6,421778,424,331,350,52909900000,14113000000,21.7,0.9,52678900000,4.3,10.8,32.1,2189,9318600000,38796900000,10.7,12264400000,NA,877140700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10479523100,24846.0638060781,2839950760.1,107965176900,-869501127660.1,-869501127660.1,5436233000000,-5264743000000,52628442000,-0.166606556103498,0.18173353269812,15627004647.6094,594085061227.211,NA
2002,"k.privat.conce",5207900000,27013200000,371400,47305200000,15.4,94629500000,26.7,56.4,15.9,11.5,0.6,1.2,84692,76,26,53,10103000000,867700000,16.7,0.5,33549700000,5.9,13.2,44.9,2769,2487200000,9235300000,20,8078200000,NA,721252440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4781336400,56455.5849430879,549853686,42523863600,-717020957286,-717020957286,1457294300000,-1362664800000,43275146400,-0.52929556850665,0.524483048678637,1048372654.53151,81077670111.8045,NA
2002,"manufactura.alimentos",880700000,12449400000,146600,41017100000,43.4,32770600000,11.2,29.7,15.7,20.9,0.6,1.5,96994,114,106,91,26267400000,1496800000,39.6,1,11167600000,6.2,15.7,28.3,1990,1933700000,24770600000,10.1,3111400000,NA,139433280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5054456400,52111.0213002866,1056381387.6,35962643600,-135435204987.6,-135435204987.6,1422244040000,-1389473440000,8365996800,-0.100349726728134,0.124066123692527,8514664246.44672,289866746293.501,NA
2002,"manufactura.combustibles",1126300000,13820700000,345200,38903600000,34.7,47261100000,14.5,34.3,15.3,17.2,0.6,1.5,45350,89,87,83,10551400000,4365800000,41.1,1.2,16135400000,5.2,13,27.2,3865,1811400000,6185600000,10.5,3733600000,NA,200400150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5818514700,128302.418963616,1000784528.4,33085085300,-195582419828.4,-195582419828.4,1639960170000,-1592699070000,12024009000,-0.125824239980249,0.142982752946006,6999337387.0618,231392140788.433,NA
2002,"manufactura.maquinaria",231800000,1987200000,99400,8260100000,46.7,11063500000,33.5,22.2,16.7,39.6,0.5,1,21221,37,35,34,5360800000,3836600000,0.5,1.3,5181100000,-0.1,-0.2,26.4,2521,559900000,1524200000,-15.5,319000000,NA,66571200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29808000,1404.64634088874,11803968,8230292000,-66553195968,-66553195968,516665450000,-505601950000,3994272000,-0.131667213704378,0.144800268661278,81518964.7721738,56838927690.4769,NA
2002,"manufactura.minerales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"manufactura.nocat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"manufactura.resto",1074300000,7053200000,147400,17483600000,32.4,25964900000,19.5,38.6,16.5,24,0.5,1.1,52179,73,69,72,7626000000,3098900000,0.3,1.1,10983000000,10.1,21.3,56.3,2268,1215200000,4527100000,28.5,3709600000,NA,137537400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91691600,1757.2510013607,22005984,17391908400,-137467714384,-137467714384,841262760000,-815297860000,8252244000,-0.168695892320875,0.184188961822107,119475042.273455,94424270748.6318,NA
2002,"manufactura.subtotal",3313100000,35310600000,183800,105664300000,37.7,117060000000,15.3,32.3,15.9,21,0.6,1.4,215744,313,297,280,49805500000,12798100000,30.5,1.1,43467100000,6.1,14.3,33.2,2503,5520200000,37007400000,12.5,10873700000,NA,540252180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11122839000,51555.7280851379,2335796190,94541461000,-531465137190,-531465137190,4413162000000,-4296102000000,32415130800,-0.125754039359401,0.144370280807729,16179203759.4689,654854035547.034,NA
2002,"manufactura.textiles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"minas",4292500000,17972400000,1586400,22647700000,19,30886700000,16.4,79.6,13,4.9,0.4,0.7,13168,27,25,22,9391800000,568500000,6.5,0.9,15732100000,28.4,49.6,72.2,5182,720100000,8823300000,25.3,10622300000,NA,294747360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1347930000,102364.064398542,66048570,21299770000,-293465478570,-293465478570,586847300000,-555960600000,17684841600,-0.53015871988051,0.538663428408037,122615656.673035,39541889938.4894,NA
2002,"otras.comercio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"otras.comunicaciones",502000000,6163600000,144300,10288000000,14.8,30056800000,62.3,59.9,16.1,24.4,0.9,7.7,52614,15,NA,NA,NA,NA,12.8,0.2,-1254800000,-8.4,-73.3,0.5,2273,1241900000,NA,6.7,-2282700000,NA,383992280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850576800,16166.3587638271,207540739.2,9437423200,-383349243939.2,-383349243939.2,444840640000,-414783840000,23039536800,-0.925764803180375,0.884894968092843,234537144.727243,10665020754.203,NA
2002,"otras.construccion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"otras.electricidad.gas.agua",953600000,4516800000,175900,9306700000,7.8,49490700000,36.3,48.6,18.5,27.4,0.6,1.3,31255,45,NA,NA,NA,NA,13.7,0.4,15480100000,-0.1,-0.2,22.5,3020,1002500000,NA,19.8,183300000,NA,163959840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663969600,21243.6282194849,181927670.4,8642730400,-163477798070.4,-163477798070.4,386027460000,-336536760000,9837590400,-0.487197416412995,0.447596391382105,406454729.981707,19309204824.7142,NA
2002,"otras.nocat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"otras.resto",1099200000,9215100000,54600,17843200000,29.6,38625300000,20.9,49.8,16.5,49.4,0.6,1.2,193689,100,NA,NA,NA,NA,14.4,0.9,12804000000,-0.4,-0.7,14.4,1731,3321100000,NA,0.9,946200000,NA,192595590000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1419125400,7326.82496166535,701047947.6,16424074600,-191877512547.6,-191877512547.6,1143308880000,-1104683580000,11555735400,-0.17434457566573,0.183433117870649,3821817759.72622,89537128249.5547,NA
2002,"otras.subtotal",2554700000,19895500000,NA,37437900000,NA,118172700000,NA,NA,NA,NA,NA,NA,277558,160,35,101,3815600000,1614100000,NA,NA,27029400000,NA,NA,NA,NA,5565500000,2201400000,NA,-1153200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"otras.transporte.almacenamiento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,"total",10160300000,73178500000,166500,165749900000,25.8,266119500000,21.9,43.3,16.2,21.3,0.6,1.4,506470,500,357,403,63012800000,14980700000,19.8,0.8,86228600000,4.9,11.8,36.9,2287,11805800000,48032100000,14.2,20342700000,NA,1602609150000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15221128000,30053.3654510632,3242100264,150528772000,-1590630122264,-1590630122264,6865883100000,-6599763600000,96156549000,-0.242828265848795,0.255812689596186,12673727285.0609,588433561437.541,NA
2003,"k.ext.part.50.percent",470400000,4441700000,128500,14058300000,28.9,20979700000,21,31.6,16.6,26.5,0.6,1.4,34574,44,30,41,4013900000,1139400000,18.3,0.7,8839800000,3.3,7.9,34.2,2181,980400000,2874400000,17.3,701000000,NA,93275700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857248100,24794.5884190432,227170746.5,13201051900,-92645622646.5,-92645622646.5,606313330000,-585333630000,5596542000,-0.159354759780332,0.175988086302671,1290830256.02826,75011054312.4852,NA
2003,"k.ext.part.50a98.9.percent",2406600000,21170500000,249300,44502900000,20,104810300000,34.2,47.6,17,16,0.6,1.6,84929,81,40,65,12410300000,3252500000,21.8,0.5,39863500000,1.4,3.7,28,2546,2810500000,9157700000,12.8,1475600000,NA,724031100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4826874000,56834.2262360325,772299840,39676026000,-719976525840,-719976525840,2096206000000,-1991395700000,43441866000,-0.363579724511808,0.364696707212936,2117649610.55455,108791840494.557,NA
2003,"k.ext.part.99a100.percent",7298800000,48671700000,242500,109900400000,33.1,139828900000,16.5,44.3,15.2,14.9,0.5,0.9,200751,215,178,190,41971800000,13830600000,26.9,1.1,73023100000,11.1,21.2,41.7,2358,6155000000,28141300000,16.3,15511000000,NA,803083050000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13579404300,67643.0219525681,2023331240.7,96320995700,-791526976940.7,-791526976940.7,4628336590000,-4488507690000,48184983000,-0.178919833821205,0.194762709974103,10388699361.2331,494555634971.435,NA
2003,"k.ext.subtotal",10175800000,74283800000,232000,168461600000,27.6,265618900000,21.8,44.1,15.9,15.9,0.5,1.2,320254,340,248,296,58396000000,18222500000,24.9,0.8,121726400000,6.7,14.5,37.4,2389,9946000000,40173400000,15.4,17687600000,NA,1619386840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19239504200,60075.7654861454,3059081167.8,149222095800,-1603206416967.8,-1603206416967.8,7331081640000,-7065462740000,97163210400,-0.229197562791195,0.241665296332425,12658338678.4342,617474242535.578,NA
2003,"k.nac",1254600000,12021400000,65600,36302600000,28.1,69031000000,15.8,33.1,17.2,38.4,0.5,1.2,183278,160,103,118,9889200000,2716000000,17.8,1.3,32030700000,2.4,5.2,28,1602,3817300000,7173200000,18,1663100000,NA,189938120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2260023200,12331.1210292561,867848908.8,34042576800,-188545945708.8,-188545945708.8,1939771100000,-1870740100000,11396287200,-0.101531003692068,0.115914988994732,7486942942.63737,293685718259.845,NA
2003,"k.no.privat",6202100000,54335500000,124500,146151400000,33,211548900000,17.7,37.2,16.2,24.7,0.6,1.3,436286,431,327,365,56730500000,20018000000,28.4,1.1,92779100000,4.5,10.2,29.2,1986,11262400000,36712500000,15.2,9441800000,NA,961738350000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15974637000,36615.0575539898,3945735339,130176763000,-949709448339,-949709448339,6981113700000,-6769564800000,57704301000,-0.142067973114018,0.156975075243224,25136062734.0762,829283010683.694,NA
2003,"k.privat.conce",5228400000,31969700000,475400,58612800000,18.6,123101000000,26.6,54.5,16.7,9.4,0.5,1,67246,69,24,49,11554600000,920500000,16.4,0.5,60978000000,8.1,16.3,47.7,2861,2500900000,10634200000,16.7,9908900000,NA,850394020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5562727800,82722.0622787973,522896413.2,53050072200,-845354188613.2,-845354188613.2,2289678600000,-2166577600000,51023641200,-0.392505682695141,0.394800819911231,1324456249.40083,134371737657.303,NA
2003,"manufactura.alimentos",821100000,15626900000,155200,50819000000,43.5,39112600000,9.9,30.8,15.7,17.7,0.6,1.3,100667,115,103,98,29638400000,1791300000,53.9,1.1,17077400000,4.9,11.2,18.6,1776,2324500000,27847100000,13.6,1913100000,NA,154706310000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8579168100,85223.2419760199,1518512753.7,42239831900,-147645654653.7,-147645654653.7,1701398100000,-1662285500000,9282378600,-0.0930684349950715,0.116647981829591,13017908495.9942,362113696589.347,NA
2003,"manufactura.combustibles",1848500000,17368400000,409300,49404900000,37.1,56480800000,12.5,35.2,15.1,14.1,0.5,1.1,42431,86,83,85,12294600000,6571400000,34.7,1.3,26735300000,9.7,20.6,38.8,3756,2071700000,5723100000,12.1,5502000000,NA,217105000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6200518800,146131.809290377,874273150.8,43204381200,-211778754350.8,-211778754350.8,2095437680000,-2038956880000,13026300000,-0.106478465596585,0.124643961900504,7014163682.45646,346622335661.054,NA
2003,"manufactura.maquinaria",293600000,1832600000,98800,9085000000,51.3,11578800000,33.2,20.2,16,38.7,0.4,0.8,18546,32,30,32,4259500000,6120800000,7.1,1.4,6279300000,2.5,4.7,21,2473,596100000,-1861400000,17.4,291700000,NA,60842320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148440600,8003.91459074733,57446512.2,8936559400,-60751325912.2,-60751325912.2,593992440000,-582413640000,3650539200,-0.104465822606765,0.117571068601816,488610955.766313,76009850946.1194,NA
2003,"manufactura.minerales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"manufactura.nocat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,"manufactura.resto",872000000,7574600000,141100,20698400000,35.5,30459600000,19.6,36.6,15.9,23.7,0.4,0.6,53668,71,68,70,7719400000,3193600000,4.9,1.8,18491400000,11.3,18.5,51.9,2162,1508100000,4525800000,13.4,3427900000,NA,148462160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446901400,8327.14839382873,105915631.8,20251498600,-148121174231.8,-148121174231.8,1081315800000,-1050856200000,8907729600,-0.141277331760521,0.156124209256722,678406201.730303,129714018706.09,NA
2003,"manufactura.subtotal",3835100000,42402500000,196900,130007200000,39.8,137631900000,13.7,32.6,15.6,18.2,0.5,1,215312,304,284,285,53911800000,17677100000,35.2,1.3,68583400000,8.1,16.2,32.9,2322,6500400000,36234700000,13.1,11134700000,NA,580914250000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15349705000,71290.5225904734,2793646310,114657495000,-568358191310,-568358191310,5477749620000,-5340117720000,34854855000,-0.108783041958858,0.127491294739025,21912447557.4478,899335874145.012,NA
